restaurant_id,avg_risk,max_risk,last_score,inspections,latest_inspection,premises_name,premise_address_1,grade
SPRINGHILL SUITES CHARLOTTE BALLANTYNE|12325 JOHNSTON RD,0.004209136632281245,0.010942725180295166,98.5,4,2024-09-13,SPRINGHILL SUITES CHARLOTTE BALLANTYNE,12325 JOHNSTON RD,A
SUBWAY #33826|13855 CONLAN CR,0.00413988944116942,0.012461079613860206,96.5,4,2024-07-01,SUBWAY #33826,13855 CONLAN CR,A
STARBUCKS #8460|800 W TRADE ST,0.00413199659841597,0.013031187224244963,98.0,4,2024-09-05,STARBUCKS #8460,800 W TRADE ST,A
LENNY BOY BREWING CO|3000 S TRYON ST,0.004124491221189395,0.012039949559047173,97.5,3,2024-08-16,LENNY BOY BREWING CO,3000 S TRYON ST,A
BIG AIR TRAMPOLINE PARK|8215 UNIVERSITY CITY BV,0.004115856760534245,0.007584780605442827,94.5,3,2024-07-31,BIG AIR TRAMPOLINE PARK,8215 UNIVERSITY CITY BV,A
STARLIGHT ON 22ND|422 E 22ND ST,0.004081539106252794,0.004081539106252794,100.0,1,2024-12-05,STARLIGHT ON 22ND,422 E 22ND ST,A
PROSPECT OMEGA|5032 PARKWAY PLAZA BV,0.004081539106252794,0.004081539106252794,97.0,1,2024-12-03,PROSPECT OMEGA,5032 PARKWAY PLAZA BV,A
PAPER DOLL LOUNGE|3221 WILKINSON BV,0.004081539106252794,0.004081539106252794,99.0,1,2024-12-05,PAPER DOLL LOUNGE,3221 WILKINSON BV,A
THE ARTISANS PALATE|1210 E 36TH ST,0.004072338941066262,0.020199466625161495,98.5,6,2024-10-08,THE ARTISANS PALATE,1210 E 36TH ST,A
STARBUCKS # 66950|3935 E INDEPENDENCE BV,0.004059383078338247,0.008402562505272318,98.5,3,2024-12-09,STARBUCKS # 66950,3935 E INDEPENDENCE BV,A
DUNKIN DONUTS|1308 THE PLAZA,0.00400837871850441,0.012059157105922523,98.0,4,2024-08-12,DUNKIN DONUTS,1308 THE PLAZA,A
PROJECT LEANNATION BALLANTYNE|16131 LANCASTER HY,0.003997137315500059,0.00694481665122551,97.0,3,2024-11-15,PROJECT LEANNATION BALLANTYNE,16131 LANCASTER HY,A
IL BOSCO RISTORANTE & BAR|127 DEPOT ST,0.003964254280747188,0.010682021874439578,98.5,5,2024-09-30,IL BOSCO RISTORANTE & BAR,127 DEPOT ST,A
MCDONALDS #39729|10720 WOODLAND BEAVER RD,0.003924539620377017,0.008778336837279773,97.5,4,2024-07-23,MCDONALDS #39729,10720 WOODLAND BEAVER RD,A
HILTON GARDEN INN WAVERLY|7415 WAVERLY WALK AV,0.003912569374986113,0.010739148809497357,95.5,4,2024-09-24,HILTON GARDEN INN WAVERLY,7415 WAVERLY WALK AV,A
TARGET #918 STARBUCKS|1900 MATTHEWS TOWNSHIP PY,0.0038669788303456456,0.01049023721040501,100.0,4,2024-09-03,TARGET #918 STARBUCKS,1900 MATTHEWS TOWNSHIP PY,A
LI'S NOODLES ASIAN KITCHEN|10915 MONROE RD,0.003827557461828504,0.014683267796518299,98.5,5,2024-07-19,LI'S NOODLES ASIAN KITCHEN,10915 MONROE RD,A
CRAZY HORSE SHOWCLUB|5321 E INDEPENDENCE BV,0.003749646957761531,0.003749646957761531,98.5,1,2024-12-14,CRAZY HORSE SHOWCLUB,5321 E INDEPENDENCE BV,A
VANGUARD WATER RIDGE|2201 WATER RIDGE PY,0.003736248317104353,0.012961658316243392,96.0,4,2024-11-20,VANGUARD WATER RIDGE,2201 WATER RIDGE PY,A
MERE'S|2400 PARK RD,0.0037251113182373875,0.013381501537326231,97.0,4,2024-11-15,MERE'S,2400 PARK RD,A
CARIBOU COFFEE #403|4327 PARK RD,0.003703664008206142,0.010491205510855526,99.0,4,2024-08-06,CARIBOU COFFEE #403,4327 PARK RD,A
MECK COUNTY JAIL NORTH FOODSVC|5235 SPECTOR DR,0.0036908901127608185,0.009995969474538409,99.0,6,2024-08-09,MECK COUNTY JAIL NORTH FOODSVC,5235 SPECTOR DR,A
DUNKIN DONUTS #362787|5625 S TRYON ST,0.0036874923036602203,0.0054339624548807655,97.5,3,2024-11-01,DUNKIN DONUTS #362787,5625 S TRYON ST,A
GRECO FRESH GRILLE NODA|730 E 36TH ST,0.0036773835132422315,0.0036773835132422315,98.0,1,2024-11-07,GRECO FRESH GRILLE NODA,730 E 36TH ST,A
KUNG FU TEA UNIVERSITY|9605 N TRYON ST,0.0036453473240877937,0.007931919289406994,99.5,3,2024-07-02,KUNG FU TEA UNIVERSITY,9605 N TRYON ST,A
MCDONALD'S|2820 BOYER ST,0.003622417765842691,0.011836431130445274,98.5,4,2024-11-21,MCDONALD'S,2820 BOYER ST,A
CHAAT N DOSA|8624 CAMFIELD ST,0.003613994944534477,0.011901534581595662,95.5,6,2024-10-29,CHAAT N DOSA,8624 CAMFIELD ST,A
STARBUCKS - PARK TOWNE #2971|4425 PARK RD,0.0036112196075461104,0.005883436361109696,99.0,4,2024-07-31,STARBUCKS - PARK TOWNE #2971,4425 PARK RD,A
PUBLIX #1470 DELI AND CHEESE|6828 MATTHEWS-MINT HILL RD,0.0036105466951274374,0.016666666666666666,97.0,6,2024-10-08,PUBLIX #1470 DELI AND CHEESE,6828 MATTHEWS-MINT HILL RD,A
TACO BELL #27434|9015 S TRYON ST,0.003601920508318708,0.02,98.0,8,2024-11-15,TACO BELL #27434,9015 S TRYON ST,A
HARRIS TEETER CORP. CAFE|701 CRESTDALE RD,0.0036012799715672444,0.02,98.0,7,2024-11-13,HARRIS TEETER CORP. CAFE,701 CRESTDALE RD,A
COSTCO #367 FOOD COURT|2125 MATTHEWS TOWNSHIP PY,0.0035960203024884875,0.00934243778921627,100.0,4,2024-12-11,COSTCO #367 FOOD COURT,2125 MATTHEWS TOWNSHIP PY,A
TACOS & MAS|2908 OAK LAKE BV,0.0035785904195796297,0.013130712832044786,99.0,6,2024-11-27,TACOS & MAS,2908 OAK LAKE BV,A
STARBUCKS AT GRAND BOHEMIAN|201 W TRADE ST,0.003576650507720694,0.0067233281651739715,97.5,4,2024-08-09,STARBUCKS AT GRAND BOHEMIAN,201 W TRADE ST,A
SUSHI QUEEN SUSHI AND GRILL|11524 N TRYON ST,0.003527638822944433,0.019114803611017653,95.0,6,2024-07-02,SUSHI QUEEN SUSHI AND GRILL,11524 N TRYON ST,A
HEIST BREWERY AND BARREL ARTS|1030 WOODWARD AV,0.0034754206059112035,0.015404928245884115,99.0,6,2024-10-24,HEIST BREWERY AND BARREL ARTS,1030 WOODWARD AV,A
HONEY BAKED HAMS #114|7649 PINEVILLE-MATTHEWS RD,0.003458008119795696,0.00628958462730167,100.0,4,2024-08-01,HONEY BAKED HAMS #114,7649 PINEVILLE-MATTHEWS RD,A
FIVE GUYS - STEELE CREEK|12820 S TRYON ST,0.0034386716265710437,0.00685902006188458,97.5,4,2024-07-03,FIVE GUYS - STEELE CREEK,12820 S TRYON ST,A
CLEAN EATZ|17111 KENTON DR,0.003432743675086221,0.019570220675225625,98.5,6,2024-12-19,CLEAN EATZ,17111 KENTON DR,A
JERSEY MIKES # 3241|15105 JOHN J DELANEY DR,0.0034220983037479076,0.007218292276695366,98.0,3,2024-08-05,JERSEY MIKES # 3241,15105 JOHN J DELANEY DR,A
SHAKE SHACK SOUTHEND|1930 CAMDEN RD,0.0033620033357445647,0.01589247043191181,97.0,6,2024-09-11,SHAKE SHACK SOUTHEND,1930 CAMDEN RD,A
OUTBACK STEAKHOUSE #3433|3812 CORNING PL,0.003358310633659997,0.006566916595640779,94.0,2,2024-10-18,OUTBACK STEAKHOUSE #3433,3812 CORNING PL,A
WINGSTOP #692|3202 WILKINSON BV,0.003357240518590089,0.011214005489538987,92.0,6,2024-07-23,WINGSTOP #692,3202 WILKINSON BV,A
QCBC|135 BREVARD CT,0.003353608413009101,0.014451282241215313,99.0,7,2024-11-15,QCBC,135 BREVARD CT,A
WENDY`S #53|4335 PARK RD,0.0033392082074597132,0.005249290020956062,95.0,4,2024-08-19,WENDY`S #53,4335 PARK RD,A
QUEEN SHEBA BAR AND RESTAURANT|4808 CENTRAL AV,0.003325444482212187,0.0051301518194574805,96.0,3,2024-01-26,QUEEN SHEBA BAR AND RESTAURANT,4808 CENTRAL AV,A
BURGER 704|9201 UNIVERSITY CITY BV,0.0033177875256379615,0.01890553253821569,97.5,6,2024-10-01,BURGER 704,9201 UNIVERSITY CITY BV,A
THAI TASTE ON EAST|324 EAST BV,0.003303812064913719,0.01420857024174718,96.5,5,2024-12-13,THAI TASTE ON EAST,324 EAST BV,A
TACO BELL # 039118|10800 WOODLAND BEAVER RD,0.0032906872590365266,0.007068624127368293,98.5,3,2024-07-23,TACO BELL # 039118,10800 WOODLAND BEAVER RD,A
HELLENIC|1436 SOUTH BV,0.003282172598366715,0.01306843588547145,97.5,6,2024-11-14,HELLENIC,1436 SOUTH BV,A
QUE ONDA|13016 EASTFIELD RD,0.0032784364501189105,0.020756174601716422,98.0,7,2024-12-05,QUE ONDA,13016 EASTFIELD RD,A
WILLIAMS PLACE|825 PENINSULA DR,0.003259777272628639,0.013401668177502615,99.0,7,2024-12-10,WILLIAMS PLACE,825 PENINSULA DR,A
DUNKIN DONUTS #351990|9120 HARRIS CORNERS PY,0.003249101600489928,0.009934181233833871,98.5,4,2024-11-12,DUNKIN DONUTS #351990,9120 HARRIS CORNERS PY,A
CITY GRILL AND WINGS UNIVERSITY|1001 CHANCELLOR PARK DR,0.0032160394432691284,0.0032160394432691284,99.5,1,2024-12-02,CITY GRILL AND WINGS UNIVERSITY,1001 CHANCELLOR PARK DR,A
WHITE DUCK TACO SHOP MATTHEWS|131 E JOHN ST,0.0032149992606630385,0.0032149992606630385,96.5,1,2024-09-24,WHITE DUCK TACO SHOP MATTHEWS,131 E JOHN ST,A
7-ELEVEN #35592K|9502 MT HOLLY-HUNTERSVILLE RD,0.0032149992606630385,0.0032149992606630385,92.0,1,2024-08-30,7-ELEVEN #35592K,9502 MT HOLLY-HUNTERSVILLE RD,A
COMFORT SUITES|7735 UNIVERSITY CITY BV,0.0032149992606630385,0.0032149992606630385,99.0,1,2024-08-26,COMFORT SUITES,7735 UNIVERSITY CITY BV,A
YAFO MIDWOOD|1331 CENTRAL AV,0.0032040110697416726,0.0176497217508055,98.5,7,2024-12-05,YAFO MIDWOOD,1331 CENTRAL AV,A
MCDONALDS #5762|1035 N WENDOVER RD,0.0031943688083211313,0.006919378393681621,98.5,4,2024-11-07,MCDONALDS #5762,1035 N WENDOVER RD,A
STARBUCKS COFFEE #11638|1025 MOREHEAD MEDICAL DR,0.003177436321039456,0.00698035386229306,97.5,4,2024-11-20,STARBUCKS COFFEE #11638,1025 MOREHEAD MEDICAL DR,A
STARBUCKS #10389|13129 S TRYON ST,0.0031549685002004754,0.004257440894658593,99.5,4,2024-09-26,STARBUCKS #10389,13129 S TRYON ST,A
MCDONALDS #11604 ARBORETUM|3315 PINEVILLE-MATTHEWS RD,0.00315046916364368,0.010270956492575938,95.5,4,2024-08-16,MCDONALDS #11604 ARBORETUM,3315 PINEVILLE-MATTHEWS RD,A
WINE LOFT THE|2201 SOUTH BV,0.003147924801832486,0.0053593242633081,99.5,2,2024-10-24,WINE LOFT THE,2201 SOUTH BV,A
RUSTYS DELI|8512 PARK RD,0.0030102121977648383,0.012554759513333735,98.5,7,2024-12-16,RUSTYS DELI,8512 PARK RD,A
SPORTS CONNECTION CAFE/BISTRO|11611 ARDREY KELL RD,0.002976936765686664,0.009428239051107835,98.5,4,2024-11-08,SPORTS CONNECTION CAFE/BISTRO,11611 ARDREY KELL RD,A
SULLYS STEAMERS DAVIDSON|721 JETTON ST,0.002944348654738754,0.0033173169013816783,99.0,2,2024-07-15,SULLYS STEAMERS DAVIDSON,721 JETTON ST,A
KENTUCKY FRIED CHICKEN #E320060|321 E WOODLAWN RD,0.002937955446927966,0.013702913734258769,96.5,6,2024-10-30,KENTUCKY FRIED CHICKEN #E320060,321 E WOODLAWN RD,A
CHINA SAUTE|9248 ALBEMARLE RD,0.0029259841026321085,0.008960102493387873,97.5,6,2024-10-22,CHINA SAUTE,9248 ALBEMARLE RD,A
MINT HILL ROCK STORE BAR-B-Q|7032 BRIGHTON PARK DR,0.0028971811077309222,0.02,99.5,7,2024-12-17,MINT HILL ROCK STORE BAR-B-Q,7032 BRIGHTON PARK DR,A
BREEZEWAY COFFEE WAVERLY|7416 WAVERLY WALK AV,0.002890632324288311,0.01009552585237051,97.5,4,2024-09-20,BREEZEWAY COFFEE WAVERLY,7416 WAVERLY WALK AV,A
CAPRIOTTIS CHARLOTTE|2040 FREEMAN PARK DR,0.0028515862834610317,0.009127672636615977,96.5,6,2024-11-14,CAPRIOTTIS CHARLOTTE,2040 FREEMAN PARK DR,A
STATS RESTAURANT & BAR|3425 DAVID COX RD,0.0028468003173393827,0.007878789716592668,93.5,6,2024-10-03,STATS RESTAURANT & BAR,3425 DAVID COX RD,A
L'OSTRICA RESTAURANT|4701 PARK RD,0.00284458080569732,0.005509028934987315,97.5,2,2024-10-04,L'OSTRICA RESTAURANT,4701 PARK RD,A
JUST FRESH #013|5900 QUAIL HOLLOW RD,0.0028280579126548984,0.015764645855254264,94.5,7,2024-11-26,JUST FRESH #013,5900 QUAIL HOLLOW RD,A
HARRIS TEETER #66 STARBUCKS|7852 REA RD,0.0028273339086008122,0.007711510363735486,99.5,4,2024-07-26,HARRIS TEETER #66 STARBUCKS,7852 REA RD,A
DAVE AND BUSTERS|11049 CAROLINA PLACE PY,0.002812348585074695,0.014284356643191266,97.0,6,2024-10-21,DAVE AND BUSTERS,11049 CAROLINA PLACE PY,A
ATRIUM HEALTH CAROLINAS REHAB - MARKET COFFEE|1100 BLYTHE BV,0.002790635394826818,0.005957111919136196,99.0,3,2024-10-31,ATRIUM HEALTH CAROLINAS REHAB - MARKET COFFEE,1100 BLYTHE BV,A
MOD PIZZA BALLANTYNE|15127 BALLANCROFT PY,0.0027587560883695268,0.009484266357094394,96.5,4,2024-11-14,MOD PIZZA BALLANTYNE,15127 BALLANCROFT PY,A
SUSHI 101 NOODLE BAR|5355 BALLANTYNE COMMONS PY,0.002736753863480372,0.007633385391049332,95.0,6,2024-12-06,SUSHI 101 NOODLE BAR,5355 BALLANTYNE COMMONS PY,A
CALLE SOL SOUTHPARK|3100 APEX DR,0.0027212005763548003,0.0027212005763548003,95.0,1,2024-08-29,CALLE SOL SOUTHPARK,3100 APEX DR,A
EMPIRE PIZZA PINEVILLE|8500 PINEVILLE MATTHEWS RD,0.0027190501479970497,0.0027190501479970497,98.0,1,2024-11-04,EMPIRE PIZZA PINEVILLE,8500 PINEVILLE MATTHEWS RD,A
AMAZING WOK|16049 JOHNSTON RD,0.0027190501479970497,0.0027190501479970497,98.5,1,2024-10-02,AMAZING WOK,16049 JOHNSTON RD,A
CHICK FIL A #789|9010 ALBEMARLE RD,0.0026633279561029473,0.012698966359225313,99.0,7,2024-11-18,CHICK FIL A #789,9010 ALBEMARLE RD,A
QUEENS UNIVERSITY COFFEE SHOP|1900 SELWYN AV,0.0026583811752821295,0.007504709426444291,97.0,4,2024-10-31,QUEENS UNIVERSITY COFFEE SHOP,1900 SELWYN AV,A
WILDROOTS COFFEE|500 E MOREHEAD ST,0.002657931616737219,0.004815314576392463,98.5,3,2024-10-31,WILDROOTS COFFEE,500 E MOREHEAD ST,A
MCALISTERS DELI #1237|9864 REA RD,0.0026537143255777303,0.014875585247899191,95.5,7,2024-12-10,MCALISTERS DELI #1237,9864 REA RD,A
OUTRIGGER AT SAFE HARBOR PENINSULA CLUB|18501 HARBOR LIGHT BV,0.0026310436863680696,0.003953156914306769,93.0,2,2024-10-18,OUTRIGGER AT SAFE HARBOR PENINSULA CLUB,18501 HARBOR LIGHT BV,A
MCDONALDS #19561|1620 SARDIS RD N,0.002604140819533214,0.005269626821256975,95.5,4,2024-09-16,MCDONALDS #19561,1620 SARDIS RD N,A
"CULTURE SHOP, THE|1425 KENNON ST",0.002566009611443672,0.006655692848893886,100.0,5,2024-10-24,"CULTURE SHOP, THE",1425 KENNON ST,A
PRIME FOOD EXPRESS|13720 MALLARD CREEK RD,0.0025495442527441138,0.008661668959966989,99.0,6,2024-09-23,PRIME FOOD EXPRESS,13720 MALLARD CREEK RD,A
MCDONALD'S #14547|20500 TORRENCE CHAPEL RD,0.002540789388402902,0.009729829266732944,99.0,6,2024-07-11,MCDONALD'S #14547,20500 TORRENCE CHAPEL RD,A
GREEN BROTHERS JUICE COMPANY|16815 CRANLYN RD,0.002529734964113251,0.004778886803846753,100.0,4,2024-07-24,GREEN BROTHERS JUICE COMPANY,16815 CRANLYN RD,A
STARBUCKS #8234|9335 N TRYON ST,0.002492984895816148,0.003762915013736138,99.5,4,2024-07-12,STARBUCKS #8234,9335 N TRYON ST,A
HARRIS TEETER #412 STARBUCK'S|1015 PROVIDENCE RD,0.002492984895816148,0.003762915013736138,100.0,4,2024-08-16,HARRIS TEETER #412 STARBUCK'S,1015 PROVIDENCE RD,A
BARNES & NOBLE CAFE #2812|3327 PINEVILLE-MATTHEWS RD,0.0024869229210518337,0.00698035386229306,96.0,4,2024-08-16,BARNES & NOBLE CAFE #2812,3327 PINEVILLE-MATTHEWS RD,A
CHICK FIL A #04977|901 N WENDOVER RD,0.002486425226139314,0.0061537347828754954,99.0,3,2024-11-27,CHICK FIL A #04977,901 N WENDOVER RD,A
PERSUASIAN RESTAURANT|2214 PARK RD,0.0024839205845272627,0.0036136010874497854,97.5,6,2024-10-16,PERSUASIAN RESTAURANT,2214 PARK RD,A
BIGGBY COFFEE STORE 792|10215 MCINTYRE RIDGE RD,0.0024827031150347696,0.004275352018362135,97.5,3,2024-08-28,BIGGBY COFFEE STORE 792,10215 MCINTYRE RIDGE RD,A
BURGER KING #7011|3709 N TRYON ST,0.0024768938563783146,0.005613553594713362,98.5,4,2024-07-22,BURGER KING #7011,3709 N TRYON ST,A
TROPICAL SMOOTHIE CAFE #NC-101|20130 WEST CATAWBA AV,0.002475922135533998,0.006360255311191135,97.5,4,2024-08-28,TROPICAL SMOOTHIE CAFE #NC-101,20130 WEST CATAWBA AV,A
ATRIUM PINEVILLE REHABILITATION|10648 PARK RD,0.0024511497843043755,0.010302230791874862,98.5,7,2024-11-13,ATRIUM PINEVILLE REHABILITATION,10648 PARK RD,A
TACO BELL #5671|2405 SOUTH BV,0.0024478787897277837,0.005643559182693172,95.5,4,2024-07-30,TACO BELL #5671,2405 SOUTH BV,A
NOT JUST COFFEE JAY STREET|1026 JAY ST,0.0024364037380542867,0.007909999958468977,97.0,4,2024-08-01,NOT JUST COFFEE JAY STREET,1026 JAY ST,A
BOHEMIAN|1319 PECAN AV,0.0024324878928710767,0.007191801997476626,97.0,4,2024-11-15,BOHEMIAN,1319 PECAN AV,A
SODEXO AT FEDERAL RESERVE BANK|530 E TRADE ST,0.002428161138732503,0.006666666666666667,98.0,6,2024-12-04,SODEXO AT FEDERAL RESERVE BANK,530 E TRADE ST,A
BURGER KING #23057|250 E WOODLAWN RD,0.0024256211975376076,0.00987087475699425,98.5,6,2024-10-30,BURGER KING #23057,250 E WOODLAWN RD,A
PENO MEDITERRANEAN GRILL|2115 EAST ARBORS DR,0.0024246785432496315,0.00649629672212732,97.0,6,2024-11-19,PENO MEDITERRANEAN GRILL,2115 EAST ARBORS DR,A
BURGER KING #703|4709 SHARON RD,0.0024027676610806382,0.0059470371518831845,98.5,5,2024-11-20,BURGER KING #703,4709 SHARON RD,A
HAWTHORNES NY PIZZA & BAR BLAKENEY|8420 REA RD,0.002376095673487961,0.010824395877614894,99.0,7,2024-12-20,HAWTHORNES NY PIZZA & BAR BLAKENEY,8420 REA RD,A
LOONG ASIAN CUISINE|9815 SAM FURR RD,0.002370013181282988,0.002370013181282988,98.5,1,2024-11-12,LOONG ASIAN CUISINE,9815 SAM FURR RD,A
COURTYARD BY MARRIOTT|8536 OUTLETS BV,0.0023688439779586206,0.00591856533529772,97.0,4,2024-11-18,COURTYARD BY MARRIOTT,8536 OUTLETS BV,A
SHEPS BAR & GRILL|8111 FAIRVIEW RD,0.0023657843935144095,0.004681651329470417,98.0,2,2024-12-06,SHEPS BAR & GRILL,8111 FAIRVIEW RD,A
THE SALTY DONUT|1515 S TRYON ST,0.0023549925943406394,0.0028581827287759622,99.0,2,2024-07-18,THE SALTY DONUT,1515 S TRYON ST,A
CAVA|16845 BIRKDALE COMMONS PY,0.0023476051036014447,0.00698035386229306,98.5,5,2024-10-22,CAVA,16845 BIRKDALE COMMONS PY,A
CHICK FIL A #04388|3821 CORNING PL,0.0023186607278215285,0.015015153435911968,98.0,7,2024-12-31,CHICK FIL A #04388,3821 CORNING PL,A
SPX THE MARKET PLACE|13320 BALLANTYNE CORPORATE PL,0.002306557923639306,0.008009895254782297,98.0,6,2024-10-07,SPX THE MARKET PLACE,13320 BALLANTYNE CORPORATE PL,A
MATTIES DINER|3100 THE PLAZA,0.002303421352612036,0.010138629433683573,95.5,6,2024-09-19,MATTIES DINER,3100 THE PLAZA,A
CHICK-FIL-A RIVERGATE PARKWAY #1852|14111 RIVERGATE PY,0.0022903450864155527,0.00881921808108817,99.5,6,2024-07-03,CHICK-FIL-A RIVERGATE PARKWAY #1852,14111 RIVERGATE PY,A
131 MAIN|17830 STATESVILLE RD,0.002258814033618411,0.004243050455937138,98.0,5,2024-10-29,131 MAIN,17830 STATESVILLE RD,A
MCALISTERS DELI COLINAYRE|15127 BALLANCROFT PY,0.0022290734734859924,0.012933974155688083,98.0,7,2024-12-31,MCALISTERS DELI COLINAYRE,15127 BALLANCROFT PY,A
CHEX GRILL AND WINGS|10012 BENFIELD RD,0.002220308509603773,0.002220308509603773,100.0,1,2024-10-07,CHEX GRILL AND WINGS,10012 BENFIELD RD,A
220 C BANH MI & COFFEE|10020 MONROE RD,0.0022104293099218845,0.0060274588783632435,92.0,6,2024-10-10,220 C BANH MI & COFFEE,10020 MONROE RD,A
CHICK-FIL-A #4278|8700 UNIVERSITY EXECUTIVE PARK DR,0.002209480669062822,0.009437827116566183,94.5,7,2024-11-18,CHICK-FIL-A #4278,8700 UNIVERSITY EXECUTIVE PARK DR,A
VIN MASTER|2000 SOUTH BV,0.002203399079581872,0.008165577961651209,98.5,4,2024-11-14,VIN MASTER,2000 SOUTH BV,A
SHAKE SHACK #1250|9824 REA RD,0.0021991855752031076,0.011880671064048979,98.0,7,2024-12-04,SHAKE SHACK #1250,9824 REA RD,A
CRAFT ON 14 TRUIST CENTER|214 N TRYON ST,0.002197168608577668,0.0053351568594623665,99.5,4,2024-07-25,CRAFT ON 14 TRUIST CENTER,214 N TRYON ST,A
LAS PUPUSAS DELI|2615 LITTLE ROCK RD,0.0021869849376674965,0.00628958462730167,98.5,6,2024-08-19,LAS PUPUSAS DELI,2615 LITTLE ROCK RD,A
FRESH CHEF 2|14007 NORTH CREEK VILLAGE DR,0.002183859968597446,0.002183859968597446,97.0,1,2024-08-28,FRESH CHEF 2,14007 NORTH CREEK VILLAGE DR,A
COUNTRY INN AND SUITES CHARLOTTE UNIVERSITY|131 E MCCULLOUGH DR,0.002176622731764741,0.004815314576392463,90.5,3,2024-08-06,COUNTRY INN AND SUITES CHARLOTTE UNIVERSITY,131 E MCCULLOUGH DR,A
NIGHT SWIM COFFEE LEGACY UNION|620 S TRYON ST,0.0021579154621963973,0.008433604577040541,96.0,6,2024-12-04,NIGHT SWIM COFFEE LEGACY UNION,620 S TRYON ST,A
JERSEY MIKES SUBS|20601 TORRENCE CHAPEL RD,0.0021534284352377063,0.005349457025468338,100.0,4,2024-09-17,JERSEY MIKES SUBS,20601 TORRENCE CHAPEL RD,A
UNCC S A C/HOSPITALITY KITCH.|9201 UNIVERSITY CITY BV,0.0021500377189765715,0.007711510363735486,98.0,4,2024-12-04,UNCC S A C/HOSPITALITY KITCH.,9201 UNIVERSITY CITY BV,A
DAVIDSON COLLEGE DAVIS CAFE KNOBLOCH CENTER|225 BAKER DR,0.002135721916107464,0.008342611399688098,95.5,6,2024-12-16,DAVIDSON COLLEGE DAVIS CAFE KNOBLOCH CENTER,225 BAKER DR,A
COUNTER|2001 W MOREHEAD ST,0.0021307120251418564,0.0061537347828754954,98.5,5,2024-10-25,COUNTER,2001 W MOREHEAD ST,A
JIN JIN|14231 MARKET SQUARE DR,0.0021238671205898183,0.004257440894658593,99.0,5,2024-11-15,JIN JIN,14231 MARKET SQUARE DR,A
CHICK-FIL-A COLLEGE DOWNS|8428 UNIVERSITY CITY BV,0.002120264704075548,0.004052685329395126,99.0,3,2024-12-20,CHICK-FIL-A COLLEGE DOWNS,8428 UNIVERSITY CITY BV,A
STARBUCKS UNCC ATKINS|9201 UNIVERSITY CITY BV,0.002119850488446817,0.004216703338224579,99.5,3,2024-09-13,STARBUCKS UNCC ATKINS,9201 UNIVERSITY CITY BV,A
SUBWAY #1147|335 S KINGS DR,0.002098725934795743,0.0034708302500109285,99.5,4,2024-12-12,SUBWAY #1147,335 S KINGS DR,A
SMOOTHIE KING #808|14130 RIVERGATE PY,0.0020838897822733427,0.003762915013736138,98.5,4,2024-08-07,SMOOTHIE KING #808,14130 RIVERGATE PY,A
I LOVE MAC & CHEESE|3016 WEDDINGTON RD,0.002074910856607109,0.0031578045855076503,98.0,3,2024-08-23,I LOVE MAC & CHEESE,3016 WEDDINGTON RD,A
CITY BARBEQUE|11212 PROVIDENCE RD W,0.0020681300125724696,0.005156872392612842,98.0,5,2024-10-09,CITY BARBEQUE,11212 PROVIDENCE RD W,A
NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE|10905 PROVIDENCE RD WEST,0.002065990990346753,0.004538483708836864,99.5,4,2024-10-11,NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE,10905 PROVIDENCE RD WEST,A
CHEX GRILL & WINGS|400 S TRYON ST,0.0020639852104488653,0.00967414839448808,97.5,7,2024-12-11,CHEX GRILL & WINGS,400 S TRYON ST,A
LEES HOAGIE HOUSE|15025 LANCASTER HY,0.002062353803649106,0.006260468097070321,98.5,5,2024-08-21,LEES HOAGIE HOUSE,15025 LANCASTER HY,A
SPICE CHARLOTTE|515 NORTH ELLIS LN,0.002055230303189341,0.002055230303189341,98.0,1,2024-06-04,SPICE CHARLOTTE,515 NORTH ELLIS LN,A
BOARDWALK BILLY`S|1636 SARDIS RD N,0.002048573706270355,0.004689446033388102,98.0,6,2024-09-19,BOARDWALK BILLY`S,1636 SARDIS RD N,A
NEKTER JUICE BAR|19116 WEST CATAWBA AV,0.0020385918730740555,0.00435001313776428,100.0,4,2024-10-14,NEKTER JUICE BAR,19116 WEST CATAWBA AV,A
JAVESCA COFFEE STEELE CREEK|13501 S TRYON ST,0.0020380635470940395,0.0028873444755860107,100.0,2,2024-08-15,JAVESCA COFFEE STEELE CREEK,13501 S TRYON ST,A
MENS CLUB OF CHARLOTTE|444 TYVOLA RD,0.0020311635839434534,0.0020311635839434534,97.5,1,2024-08-12,MENS CLUB OF CHARLOTTE,444 TYVOLA RD,A
PUBLIX #1474 DELI/HOTBAR/CHEESE|8315 MAGNOLIA ESTATES DR,0.0020306407895858696,0.009872936193812895,98.0,5,2024-10-30,PUBLIX #1474 DELI/HOTBAR/CHEESE,8315 MAGNOLIA ESTATES DR,A
STAGIONI|715 PROVIDENCE RD,0.00202813748639123,0.009378202209304949,94.5,5,2024-09-04,STAGIONI,715 PROVIDENCE RD,A
ED'S TAVERN LKN|17044 KENTON DR,0.0020236416478634825,0.00353926752071552,99.5,3,2024-12-31,ED'S TAVERN LKN,17044 KENTON DR,A
CONDADO TACOS|10706 PROVIDENCE RD,0.0020217404444741404,0.0027190501479970497,97.5,3,2024-08-26,CONDADO TACOS,10706 PROVIDENCE RD,A
