acs_year,state_fips,county_fips,tract,block_group,acs_data_year,median_income,total_pop,white,black,asian,total_pop_hispanic_table,hispanic,under_18,over_65,pct_white,pct_black,pct_asian,pct_hispanic
2020,37,119,001300,2,2023,42292.0,1232.0,504.0,412.0,131.0,1232.0,125.0,,,0.4090909090909091,0.3344155844155844,0.10633116883116883,0.10146103896103896
2021,37,119,001300,2,2023,42292.0,1232.0,504.0,412.0,131.0,1232.0,125.0,,,0.4090909090909091,0.3344155844155844,0.10633116883116883,0.10146103896103896
2022,37,119,001300,2,2023,42292.0,1232.0,504.0,412.0,131.0,1232.0,125.0,,,0.4090909090909091,0.3344155844155844,0.10633116883116883,0.10146103896103896
2023,37,119,001300,2,2023,42292.0,1232.0,504.0,412.0,131.0,1232.0,125.0,,,0.4090909090909091,0.3344155844155844,0.10633116883116883,0.10146103896103896
2023,37,119,005525,1,2023,93735.0,2205.0,599.0,915.0,58.0,2205.0,700.0,,,0.27165532879818594,0.41496598639455784,0.026303854875283448,0.31746031746031744
2020,37,119,006008,2,2023,92629.0,2042.0,642.0,846.0,84.0,2042.0,304.0,,,0.3143976493633692,0.41429970617042117,0.04113614103819784,0.14887365328109697
2021,37,119,006008,2,2023,92629.0,2042.0,642.0,846.0,84.0,2042.0,304.0,,,0.3143976493633692,0.41429970617042117,0.04113614103819784,0.14887365328109697
2022,37,119,006008,2,2023,92629.0,2042.0,642.0,846.0,84.0,2042.0,304.0,,,0.3143976493633692,0.41429970617042117,0.04113614103819784,0.14887365328109697
2023,37,119,006008,2,2023,92629.0,2042.0,642.0,846.0,84.0,2042.0,304.0,,,0.3143976493633692,0.41429970617042117,0.04113614103819784,0.14887365328109697
2018,37,119,004200,3,2023,16000.0,372.0,55.0,316.0,1.0,372.0,16.0,,,0.1478494623655914,0.8494623655913979,0.002688172043010753,0.043010752688172046
2023,37,119,002201,2,2023,250001.0,1331.0,1164.0,19.0,53.0,1331.0,167.0,,,0.8745304282494365,0.014274981217129978,0.039819684447783624,0.12546957175056347
2018,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2019,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2020,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2021,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2022,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2023,37,119,001916,1,2023,61793.0,1642.0,492.0,738.0,24.0,1642.0,384.0,,,0.29963459196102316,0.44945188794153473,0.014616321559074299,0.23386114494518878
2017,37,119,005850,1,2023,126730.0,2960.0,2297.0,65.0,458.0,2960.0,226.0,,,0.7760135135135136,0.02195945945945946,0.15472972972972973,0.07635135135135135
2021,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2022,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2023,37,119,005714,2,2023,116667.0,1410.0,1202.0,50.0,123.0,1410.0,11.0,,,0.8524822695035461,0.03546099290780142,0.08723404255319149,0.007801418439716312
2016,37,119,005511,1,2023,65728.0,1050.0,304.0,666.0,0.0,1050.0,55.0,,,0.2895238095238095,0.6342857142857142,0.0,0.05238095238095238
2017,37,119,005511,1,2023,65728.0,1050.0,304.0,666.0,0.0,1050.0,55.0,,,0.2895238095238095,0.6342857142857142,0.0,0.05238095238095238
2018,37,119,005511,1,2023,65728.0,1050.0,304.0,666.0,0.0,1050.0,55.0,,,0.2895238095238095,0.6342857142857142,0.0,0.05238095238095238
2019,37,119,005517,3,2023,108409.0,2020.0,960.0,659.0,104.0,2020.0,243.0,,,0.4752475247524752,0.32623762376237625,0.05148514851485148,0.12029702970297029
2020,37,119,005517,3,2023,108409.0,2020.0,960.0,659.0,104.0,2020.0,243.0,,,0.4752475247524752,0.32623762376237625,0.05148514851485148,0.12029702970297029
2021,37,119,005517,3,2023,108409.0,2020.0,960.0,659.0,104.0,2020.0,243.0,,,0.4752475247524752,0.32623762376237625,0.05148514851485148,0.12029702970297029
2022,37,119,005517,3,2023,108409.0,2020.0,960.0,659.0,104.0,2020.0,243.0,,,0.4752475247524752,0.32623762376237625,0.05148514851485148,0.12029702970297029
2023,37,119,005517,3,2023,108409.0,2020.0,960.0,659.0,104.0,2020.0,243.0,,,0.4752475247524752,0.32623762376237625,0.05148514851485148,0.12029702970297029
2020,37,119,005604,2,2023,-666666666.0,3001.0,1565.0,776.0,283.0,3001.0,204.0,,,0.5214928357214262,0.2585804731756081,0.0943018993668777,0.06797734088637121
2021,37,119,005604,2,2023,-666666666.0,3001.0,1565.0,776.0,283.0,3001.0,204.0,,,0.5214928357214262,0.2585804731756081,0.0943018993668777,0.06797734088637121
2015,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2016,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2017,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2018,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2019,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2020,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2021,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2022,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2023,37,119,005536,4,2023,-666666666.0,1355.0,714.0,572.0,19.0,1355.0,52.0,,,0.5269372693726937,0.422140221402214,0.014022140221402213,0.03837638376383764
2015,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2016,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2017,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2018,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2019,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2020,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2021,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2022,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2023,37,119,003811,1,2023,66250.0,2273.0,502.0,1113.0,284.0,2273.0,502.0,,,0.22085349758029035,0.4896612406511219,0.1249450065992081,0.22085349758029035
2015,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2016,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2017,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2018,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2019,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2020,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2021,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2022,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2023,37,119,001925,2,2023,49394.0,986.0,92.0,662.0,0.0,986.0,165.0,,,0.09330628803245436,0.6713995943204868,0.0,0.16734279918864098
2023,37,119,003807,2,2023,44899.0,3084.0,538.0,1139.0,80.0,3084.0,1424.0,,,0.17444876783398183,0.36932555123216604,0.02594033722438392,0.46173800259403375
2015,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2016,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2017,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2018,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2019,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2020,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2021,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2022,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2023,37,119,005536,2,2023,79205.0,1752.0,306.0,1285.0,0.0,1752.0,293.0,,,0.17465753424657535,0.7334474885844748,0.0,0.16723744292237444
2015,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2016,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2017,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2018,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2019,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2020,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2021,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2022,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2023,37,119,003807,1,2023,55795.0,2116.0,492.0,763.0,57.0,2116.0,1197.0,,,0.23251417769376181,0.360586011342155,0.026937618147448016,0.5656899810964083
2023,37,119,001922,2,2023,60785.0,2696.0,741.0,1098.0,66.0,2696.0,654.0,,,0.27485163204747776,0.4072700296735905,0.024480712166172106,0.24258160237388723
2015,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2016,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2017,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2018,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2019,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2020,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2021,37,119,005811,1,2023,85962.0,2005.0,1370.0,227.0,141.0,2005.0,390.0,,,0.683291770573566,0.11321695760598503,0.07032418952618454,0.19451371571072318
2015,37,119,001504,1,2023,50854.0,3220.0,431.0,2265.0,58.0,3220.0,657.0,,,0.13385093167701864,0.703416149068323,0.018012422360248446,0.20403726708074535
2016,37,119,001504,1,2023,50854.0,3220.0,431.0,2265.0,58.0,3220.0,657.0,,,0.13385093167701864,0.703416149068323,0.018012422360248446,0.20403726708074535
2017,37,119,001504,1,2023,50854.0,3220.0,431.0,2265.0,58.0,3220.0,657.0,,,0.13385093167701864,0.703416149068323,0.018012422360248446,0.20403726708074535
2018,37,119,001504,1,2023,50854.0,3220.0,431.0,2265.0,58.0,3220.0,657.0,,,0.13385093167701864,0.703416149068323,0.018012422360248446,0.20403726708074535
2019,37,119,001504,1,2023,50854.0,3220.0,431.0,2265.0,58.0,3220.0,657.0,,,0.13385093167701864,0.703416149068323,0.018012422360248446,0.20403726708074535
2015,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2016,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2017,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2018,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2019,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2020,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2021,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2022,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2023,37,119,005534,2,2023,65250.0,2208.0,660.0,1091.0,97.0,2208.0,41.0,,,0.29891304347826086,0.4941123188405797,0.043931159420289856,0.018568840579710144
2015,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2016,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2017,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2018,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2019,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2020,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2021,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2022,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2023,37,119,005619,2,2023,113182.0,1926.0,664.0,1131.0,45.0,1926.0,138.0,,,0.34475597092419524,0.5872274143302181,0.02336448598130841,0.07165109034267912
2015,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2016,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2017,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2018,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2019,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2020,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2021,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2022,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2023,37,119,001917,2,2023,34714.0,2399.0,983.0,517.0,0.0,2399.0,1026.0,,,0.4097540641934139,0.21550646102542725,0.0,0.42767819924968736
2021,37,119,005930,1,2023,53191.0,3098.0,1119.0,541.0,0.0,3098.0,1062.0,,,0.36120077469335055,0.17462879276952872,0.0,0.3428018076178179
2022,37,119,005930,1,2023,53191.0,3098.0,1119.0,541.0,0.0,3098.0,1062.0,,,0.36120077469335055,0.17462879276952872,0.0,0.3428018076178179
2023,37,119,005930,1,2023,53191.0,3098.0,1119.0,541.0,0.0,3098.0,1062.0,,,0.36120077469335055,0.17462879276952872,0.0,0.3428018076178179
2017,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2018,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2019,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2020,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2021,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2022,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2023,37,119,005910,1,2023,69606.0,2448.0,689.0,1207.0,52.0,2448.0,512.0,,,0.28145424836601307,0.4930555555555556,0.021241830065359478,0.20915032679738563
2015,37,119,005816,2,2023,115313.0,992.0,723.0,189.0,47.0,992.0,48.0,,,0.7288306451612904,0.1905241935483871,0.047379032258064516,0.04838709677419355
2016,37,119,005816,2,2023,115313.0,992.0,723.0,189.0,47.0,992.0,48.0,,,0.7288306451612904,0.1905241935483871,0.047379032258064516,0.04838709677419355
2017,37,119,005816,2,2023,115313.0,992.0,723.0,189.0,47.0,992.0,48.0,,,0.7288306451612904,0.1905241935483871,0.047379032258064516,0.04838709677419355
2015,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2016,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2017,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2018,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2019,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2020,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2021,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2022,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2023,37,119,002005,1,2023,125893.0,1353.0,936.0,303.0,20.0,1353.0,93.0,,,0.6917960088691796,0.22394678492239467,0.014781966001478197,0.06873614190687362
2018,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2019,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2020,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2021,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2022,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2023,37,119,005913,2,2023,83868.0,2361.0,496.0,902.0,804.0,2361.0,204.0,,,0.21008047437526473,0.3820415078356629,0.3405336721728081,0.08640406607369759
2015,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2016,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2017,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2018,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2019,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2020,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2021,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2022,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2023,37,119,003402,3,2023,187448.0,1296.0,1230.0,0.0,21.0,1296.0,19.0,,,0.9490740740740741,0.0,0.016203703703703703,0.014660493827160493
2015,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2016,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2017,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2018,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2019,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2020,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2021,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2022,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2023,37,119,005824,1,2023,62270.0,2813.0,521.0,1178.0,91.0,2813.0,1098.0,,,0.185211517952364,0.41876999644507645,0.0323498044792037,0.3903306078919303
2015,37,119,005510,1,2023,60417.0,3224.0,42.0,1653.0,0.0,3224.0,1529.0,,,0.013027295285359801,0.5127171215880894,0.0,0.47425558312655086
2016,37,119,005510,1,2023,60417.0,3224.0,42.0,1653.0,0.0,3224.0,1529.0,,,0.013027295285359801,0.5127171215880894,0.0,0.47425558312655086
2017,37,119,005510,1,2023,60417.0,3224.0,42.0,1653.0,0.0,3224.0,1529.0,,,0.013027295285359801,0.5127171215880894,0.0,0.47425558312655086
2018,37,119,005510,1,2023,60417.0,3224.0,42.0,1653.0,0.0,3224.0,1529.0,,,0.013027295285359801,0.5127171215880894,0.0,0.47425558312655086
