Premise Address 1,Premise City,Premise State,Premise ZIP,acs_year,matched_address,lon,lat,state_fips,county_fips,tract,block,block_group,geoid_tract,geoid_block_group
13812 CINNABAR PL,Charlotte,NC,,2015,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2016,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2017,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2018,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2019,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2020,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2021,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2022,,,,,,,,,,
13812 CINNABAR PL,Charlotte,NC,,2023,,,,,,,,,,
440 S CHURCH ST,Charlotte,NC,,2023,"440 S CHURCH ST, CHARLOTTE, NC, 28202",-80.848076583218,35.225487062582,37,119,000102,2000,2,37119000102,371190001022
7400 TUCKASEEGEE RD,Charlotte,NC,,2019,"7400 TUCKASEEGEE RD, CHARLOTTE, NC, 28214",-80.950975370646,35.246775760927,37,119,006012,2010,2,37119006012,371190060122
7400 TUCKASEEGEE RD,Charlotte,NC,,2020,"7400 TUCKASEEGEE RD, CHARLOTTE, NC, 28214",-80.950975370646,35.246775760927,37,119,006012,2010,2,37119006012,371190060122
7400 TUCKASEEGEE RD,Charlotte,NC,,2021,"7400 TUCKASEEGEE RD, CHARLOTTE, NC, 28214",-80.950975370646,35.246775760927,37,119,006012,2010,2,37119006012,371190060122
7400 TUCKASEEGEE RD,Charlotte,NC,,2022,"7400 TUCKASEEGEE RD, CHARLOTTE, NC, 28214",-80.950975370646,35.246775760927,37,119,006012,2010,2,37119006012,371190060122
7400 TUCKASEEGEE RD,Charlotte,NC,,2023,"7400 TUCKASEEGEE RD, CHARLOTTE, NC, 28214",-80.950975370646,35.246775760927,37,119,006012,2010,2,37119006012,371190060122
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2015,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2016,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2017,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2018,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2019,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2020,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2021,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2022,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
5814 HIGHLAND SHOPPES DR,Charlotte,NC,,2023,"5814 HIGHLAND SHOPPES DR, CHARLOTTE, NC, 28269",-80.784174403459,35.371355172718,37,119,005529,1007,1,37119005529,371190055291
14205 REESE BV,Charlotte,NC,,2015,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2016,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2017,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2018,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2019,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2020,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2021,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2022,,,,,,,,,,
14205 REESE BV,Charlotte,NC,,2023,,,,,,,,,,
8420 REA RD,Charlotte,NC,,2019,"8420 REA RD, CHARLOTTE, NC, 28277",-80.811761908209,35.053919106112,37,119,005861,1000,1,37119005861,371190058611
8420 REA RD,Charlotte,NC,,2020,"8420 REA RD, CHARLOTTE, NC, 28277",-80.811761908209,35.053919106112,37,119,005861,1000,1,37119005861,371190058611
8420 REA RD,Charlotte,NC,,2021,"8420 REA RD, CHARLOTTE, NC, 28277",-80.811761908209,35.053919106112,37,119,005861,1000,1,37119005861,371190058611
8420 REA RD,Charlotte,NC,,2022,"8420 REA RD, CHARLOTTE, NC, 28277",-80.811761908209,35.053919106112,37,119,005861,1000,1,37119005861,371190058611
8420 REA RD,Charlotte,NC,,2023,"8420 REA RD, CHARLOTTE, NC, 28277",-80.811761908209,35.053919106112,37,119,005861,1000,1,37119005861,371190058611
6215 OLD POST RD,Charlotte,NC,,2017,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2018,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2019,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2020,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2021,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2022,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
6215 OLD POST RD,Charlotte,NC,,2023,"6215 OLD POST RD, CHARLOTTE, NC, 28212",-80.756325255934,35.178751401925,37,119,001914,1008,1,37119001914,371190019141
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2015,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2016,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2017,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2018,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2019,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2020,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2021,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2022,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
7319 MATTHEWS-MINT HILL RD,Charlotte,NC,,2023,"7319 MATTHEWS-MINT HILL RD, CHARLOTTE, NC, 28227",-80.654618367431,35.175243131207,37,119,005719,2014,2,37119005719,371190057192
1701 E 7TH ST,Charlotte,NC,,2015,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2016,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2017,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2018,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2019,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2020,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2021,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2022,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
1701 E 7TH ST,Charlotte,NC,,2023,"1701 E 7TH ST, CHARLOTTE, NC, 28204",-80.821999114083,35.215776177276,37,119,002500,1009,1,37119002500,371190025001
4100 CARMEL RD,Charlotte,NC,,2015,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2016,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2017,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2018,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2019,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2020,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2021,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2022,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
4100 CARMEL RD,Charlotte,NC,,2023,"4100 CARMEL RD, CHARLOTTE, NC, 28226",-80.823265180574,35.116676277559,37,119,003019,2012,2,37119003019,371190030192
9830 REA RD,Charlotte,NC,,2016,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2017,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2018,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2019,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2020,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2021,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2022,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
9830 REA RD,Charlotte,NC,,2023,"9830 REA RD, CHARLOTTE, NC, 28277",-80.805245844368,35.033772497836,37,119,005843,2011,2,37119005843,371190058432
2518 SARDIS RD N,Charlotte,NC,,2023,"2518 SARDIS RD N, CHARLOTTE, NC, 28227",-80.725474207984,35.146358207571,37,119,005866,3000,3,37119005866,371190058663
1030 WOODWARD AV,Charlotte,NC,,2020,"1030 WOODWARD AVE, CHARLOTTE, NC, 28206",-80.832007085572,35.249634582316,37,119,005100,2018,2,37119005100,371190051002
1030 WOODWARD AV,Charlotte,NC,,2021,"1030 WOODWARD AVE, CHARLOTTE, NC, 28206",-80.832007085572,35.249634582316,37,119,005100,2018,2,37119005100,371190051002
1030 WOODWARD AV,Charlotte,NC,,2022,"1030 WOODWARD AVE, CHARLOTTE, NC, 28206",-80.832007085572,35.249634582316,37,119,005100,2018,2,37119005100,371190051002
1030 WOODWARD AV,Charlotte,NC,,2023,"1030 WOODWARD AVE, CHARLOTTE, NC, 28206",-80.832007085572,35.249634582316,37,119,005100,2018,2,37119005100,371190051002
1436 SOUTH BV,Charlotte,NC,,2023,"1436 SOUTH BLVD, CHARLOTTE, NC, 28203",-80.854841209063,35.214427104485,37,119,000401,1006,1,37119000401,371190004011
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2018,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2019,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2020,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2021,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2022,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2023,"8700 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.866650588961,35.088473886911,37,119,005829,2010,2,37119005829,371190058292
20210 HENDERSON RD,Charlotte,NC,,2018,,,,,,,,,,
20210 HENDERSON RD,Charlotte,NC,,2019,,,,,,,,,,
20210 HENDERSON RD,Charlotte,NC,,2020,,,,,,,,,,
20210 HENDERSON RD,Charlotte,NC,,2021,,,,,,,,,,
20210 HENDERSON RD,Charlotte,NC,,2022,,,,,,,,,,
20210 HENDERSON RD,Charlotte,NC,,2023,,,,,,,,,,
201 CAMP RD,Charlotte,NC,,2023,,,,,,,,,,
2908 OAK LAKE BV,Charlotte,NC,,2015,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2016,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2017,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2018,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2019,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2020,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2021,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2022,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
2908 OAK LAKE BV,Charlotte,NC,,2023,"2908 OAK LAKE BLVD, CHARLOTTE, NC, 28208",-80.923080924867,35.190210177444,37,119,003903,1014,1,37119003903,371190039031
10822 PROVIDENCE RD,Charlotte,NC,,2018,"10822 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.770009594727,35.062604397349,37,119,005845,2000,2,37119005845,371190058452
10822 PROVIDENCE RD,Charlotte,NC,,2019,"10822 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.770009594727,35.062604397349,37,119,005845,2000,2,37119005845,371190058452
10822 PROVIDENCE RD,Charlotte,NC,,2020,"10822 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.770009594727,35.062604397349,37,119,005845,2000,2,37119005845,371190058452
10822 PROVIDENCE RD,Charlotte,NC,,2021,"10822 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.770009594727,35.062604397349,37,119,005845,2000,2,37119005845,371190058452
10822 PROVIDENCE RD,Charlotte,NC,,2022,"10822 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.770009594727,35.062604397349,37,119,005845,2000,2,37119005845,371190058452
13200 MALLARD CREEK RD,Charlotte,NC,,2015,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2016,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2017,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2018,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2019,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2022,,,,,,,,,,
13200 MALLARD CREEK RD,Charlotte,NC,,2023,,,,,,,,,,
13545 STEELECROFT PY,Charlotte,NC,,2015,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2016,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2017,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2018,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2019,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2020,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2021,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2022,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
13545 STEELECROFT PY,Charlotte,NC,,2023,"13545 STEELECROFT PKWY, CHARLOTTE, NC, 28278",-80.993288220633,35.101589455983,37,119,005910,1005,1,37119005910,371190059101
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2015,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2016,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2017,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2018,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2019,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2020,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2021,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2022,,,,,,,,,,
9526 BIRKDALE CROSSING DR,Charlotte,NC,,2023,,,,,,,,,,
11504 PROVIDENCE RD,Charlotte,NC,,2015,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2016,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2017,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2018,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2019,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2020,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2021,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2022,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
11504 PROVIDENCE RD,Charlotte,NC,,2023,"11504 PROVIDENCE RD, CHARLOTTE, NC, 28277",-80.769662767621,35.052869078708,37,119,005845,3010,3,37119005845,371190058453
12210 COPPER WY,Charlotte,NC,,2015,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2016,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2017,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2018,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2019,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2020,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2021,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2022,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
12210 COPPER WY,Charlotte,NC,,2023,"12210 COPPER WAY, CHARLOTTE, NC, 28277",-80.844433013025,35.070146681114,37,119,005839,1000,1,37119005839,371190058391
9010 HARRIS CORNERS PY,Charlotte,NC,,2015,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2016,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2017,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2018,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2019,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2020,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2021,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2022,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
9010 HARRIS CORNERS PY,Charlotte,NC,,2023,"9010 HARRIS CORNERS PKWY, CHARLOTTE, NC, 28269",-80.842915447045,35.344530900396,37,119,006115,2000,2,37119006115,371190061152
10101 E INDEPENDENCE BV,Charlotte,NC,,2023,,,,,,,,,,
7101 HIGHLAND CREEK PY,Charlotte,NC,,2021,"7101 HIGHLAND CREEK PKWY, CHARLOTTE, NC, 28269",-80.763733912641,35.379706660452,37,119,005517,1001,1,37119005517,371190055171
7101 HIGHLAND CREEK PY,Charlotte,NC,,2022,"7101 HIGHLAND CREEK PKWY, CHARLOTTE, NC, 28269",-80.763733912641,35.379706660452,37,119,005517,1001,1,37119005517,371190055171
7101 HIGHLAND CREEK PY,Charlotte,NC,,2023,"7101 HIGHLAND CREEK PKWY, CHARLOTTE, NC, 28269",-80.763733912641,35.379706660452,37,119,005517,1001,1,37119005517,371190055171
11232 LAWYERS RD,Charlotte,NC,,2015,"11232 LAWYERS RD, CHARLOTTE, NC, 28227",-80.657956734801,35.174270442207,37,119,005721,2000,2,37119005721,371190057212
11232 LAWYERS RD,Charlotte,NC,,2016,"11232 LAWYERS RD, CHARLOTTE, NC, 28227",-80.657956734801,35.174270442207,37,119,005721,2000,2,37119005721,371190057212
11232 LAWYERS RD,Charlotte,NC,,2017,"11232 LAWYERS RD, CHARLOTTE, NC, 28227",-80.657956734801,35.174270442207,37,119,005721,2000,2,37119005721,371190057212
