Premise Address 1,Premise City,Premise State,Premise ZIP,acs_year,matched_address,lon,lat,state_fips,county_fips,tract,block,block_group,geoid_tract,geoid_block_group
5970 FAIRVIEW RD,Charlotte,NC,,2018,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
5970 FAIRVIEW RD,Charlotte,NC,,2019,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
5970 FAIRVIEW RD,Charlotte,NC,,2020,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
5970 FAIRVIEW RD,Charlotte,NC,,2021,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
5970 FAIRVIEW RD,Charlotte,NC,,2022,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
5970 FAIRVIEW RD,Charlotte,NC,,2023,"5970 FAIRVIEW RD, CHARLOTTE, NC, 28210",-80.840485534187,35.151211658816,37,119,003022,1000,1,37119003022,371190030221
17830 STATESVILLE RD,Charlotte,NC,,2015,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2016,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2017,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2018,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2019,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2020,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2021,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2022,,,,,,,,,,
17830 STATESVILLE RD,Charlotte,NC,,2023,,,,,,,,,,
9886 REA RD,Charlotte,NC,,2015,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2016,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2017,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2018,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2019,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2020,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2021,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2022,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
9886 REA RD,Charlotte,NC,,2023,"9886 REA RD, CHARLOTTE, NC, 28277",-80.805503778422,35.03326438474,37,119,005864,1008,1,37119005864,371190058641
8156 S TRYON ST,Charlotte,NC,,2022,"8156 S TRYON ST, CHARLOTTE, NC, 28273",-80.929980018257,35.143016110278,37,119,005927,2008,2,37119005927,371190059272
8156 S TRYON ST,Charlotte,NC,,2023,"8156 S TRYON ST, CHARLOTTE, NC, 28273",-80.929980018257,35.143016110278,37,119,005927,2008,2,37119005927,371190059272
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2015,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2016,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2017,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2018,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2019,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2020,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2021,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2022,,,,,,,,,,
5501 JOSH BIRMINGHAM PY,Charlotte,NC,,2023,,,,,,,,,,
1523 ELIZABETH AV,Charlotte,NC,,2015,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2016,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2017,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2018,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2019,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2020,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2021,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2022,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
1523 ELIZABETH AV,Charlotte,NC,,2023,"1523 ELIZABETH AVE, CHARLOTTE, NC, 28204",-80.827556077872,35.214559706802,37,119,002500,2022,2,37119002500,371190025002
5110 PARK RD,Charlotte,NC,,2015,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2016,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2017,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2018,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2019,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2020,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2021,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2022,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
5110 PARK RD,Charlotte,NC,,2023,"5110 PARK RD, CHARLOTTE, NC, 28209",-80.848992386387,35.161218809817,37,119,003111,2002,2,37119003111,371190031112
204 N TRYON ST,Charlotte,NC,,2016,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2017,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2018,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2019,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2020,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2021,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2022,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
204 N TRYON ST,Charlotte,NC,,2023,"204 N TRYON ST, CHARLOTTE, NC, 28202",-80.841803435662,35.228014092456,37,119,000104,1018,1,37119000104,371190001041
10020 MONROE RD,Charlotte,NC,,2022,"10020 MONROE RD, CHARLOTTE, NC, 28270",-80.737530534263,35.135841990546,37,119,005811,1000,1,37119005811,371190058111
10020 MONROE RD,Charlotte,NC,,2023,"10020 MONROE RD, CHARLOTTE, NC, 28270",-80.737530534263,35.135841990546,37,119,005811,1000,1,37119005811,371190058111
9330 CENTER LAKE DR,Charlotte,NC,,2023,"9330 CENTER LAKE DR, CHARLOTTE, NC, 28216",-80.854964008621,35.349708794416,37,119,006112,2036,2,37119006112,371190061122
1100 METROPOLITAN AV,Charlotte,NC,,2023,,,,,,,,,,
6037 SOUTH BV,Charlotte,NC,,2018,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
6037 SOUTH BV,Charlotte,NC,,2019,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
6037 SOUTH BV,Charlotte,NC,,2020,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
6037 SOUTH BV,Charlotte,NC,,2021,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
6037 SOUTH BV,Charlotte,NC,,2022,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
6037 SOUTH BV,Charlotte,NC,,2023,"6037 SOUTH BLVD, CHARLOTTE, NC, 28217",-80.876233109274,35.153577994358,37,119,003102,3007,3,37119003102,371190031023
550 S TRYON ST,Charlotte,NC,,2023,"550 S TRYON ST, CHARLOTTE, NC, 28202",-80.848066203704,35.223843453314,37,119,000102,2004,2,37119000102,371190001022
2825 LITTLE ROCK RD,Charlotte,NC,,2015,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2016,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2017,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2018,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2019,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2020,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2021,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2022,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
2825 LITTLE ROCK RD,Charlotte,NC,,2023,"2825 LITTLE ROCK RD, CHARLOTTE, NC, 28214",-80.940033161583,35.238318561533,37,119,004000,4011,4,37119004000,371190040004
9502 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,2023,,,,,,,,,,
8320 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2021,"8320 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.860388300756,35.087615887552,37,119,005829,2006,2,37119005829,371190058292
8320 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2022,"8320 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.860388300756,35.087615887552,37,119,005829,2006,2,37119005829,371190058292
8320 PINEVILLE-MATTHEWS RD,Charlotte,NC,,2023,"8320 PINEVILLE MATTHEWS RD, CHARLOTTE, NC, 28226",-80.860388300756,35.087615887552,37,119,005829,2006,2,37119005829,371190058292
605 JETTON ST,Charlotte,NC,,2020,,,,,,,,,,
605 JETTON ST,Charlotte,NC,,2021,,,,,,,,,,
605 JETTON ST,Charlotte,NC,,2023,,,,,,,,,,
401 HAWTHORNE LN,Charlotte,NC,,2023,"401 HAWTHORNE LN, CHARLOTTE, NC, 28204",-80.82209838502,35.215859148809,37,119,002500,2019,2,37119002500,371190025002
320 S TRYON ST,Charlotte,NC,,2023,"320 S TRYON ST, CHARLOTTE, NC, 28202",-80.84560022174,35.225523578914,37,119,000102,1010,1,37119000102,371190001021
6815 PHILLIPS PLACE CT,Charlotte,NC,,2021,"6815 PHILLIPS PLACE CT, CHARLOTTE, NC, 28210",-80.827285256985,35.14647484467,37,119,002903,3005,3,37119002903,371190029033
6815 PHILLIPS PLACE CT,Charlotte,NC,,2022,"6815 PHILLIPS PLACE CT, CHARLOTTE, NC, 28210",-80.827285256985,35.14647484467,37,119,002903,3005,3,37119002903,371190029033
6815 PHILLIPS PLACE CT,Charlotte,NC,,2023,"6815 PHILLIPS PLACE CT, CHARLOTTE, NC, 28210",-80.827285256985,35.14647484467,37,119,002903,3005,3,37119002903,371190029033
120 W CRAIGHEAD RD,Charlotte,NC,,2015,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2016,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2017,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2018,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2019,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2020,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2021,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2022,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
120 W CRAIGHEAD RD,Charlotte,NC,,2023,"120 W CRAIGHEAD RD, CHARLOTTE, NC, 28206",-80.800836268378,35.255261202881,37,119,005301,1022,1,37119005301,371190053011
3007 CENTRAL AV,Charlotte,NC,,2021,"3007 CENTRAL AVE, CHARLOTTE, NC, 28205",-80.794247999241,35.217965485562,37,119,001200,2005,2,37119001200,371190012002
3007 CENTRAL AV,Charlotte,NC,,2022,"3007 CENTRAL AVE, CHARLOTTE, NC, 28205",-80.794247999241,35.217965485562,37,119,001200,2005,2,37119001200,371190012002
3007 CENTRAL AV,Charlotte,NC,,2023,"3007 CENTRAL AVE, CHARLOTTE, NC, 28205",-80.794247999241,35.217965485562,37,119,001200,2005,2,37119001200,371190012002
1824 ROXBOROUGH RD,Charlotte,NC,,2020,,,,,,,,,,
1824 ROXBOROUGH RD,Charlotte,NC,,2021,,,,,,,,,,
1824 ROXBOROUGH RD,Charlotte,NC,,2022,,,,,,,,,,
1824 ROXBOROUGH RD,Charlotte,NC,,2023,,,,,,,,,,
220 E TRADE ST,Charlotte,NC,,2018,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
220 E TRADE ST,Charlotte,NC,,2019,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
220 E TRADE ST,Charlotte,NC,,2020,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
220 E TRADE ST,Charlotte,NC,,2021,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
220 E TRADE ST,Charlotte,NC,,2022,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
220 E TRADE ST,Charlotte,NC,,2023,"220 E TRADE ST, CHARLOTTE, NC, 28202",-80.841778057117,35.225995337498,37,119,000101,2007,2,37119000101,371190001012
14819 BALLANTYNE VILLAGE WY,Charlotte,NC,,2022,"14819 BALLANTYNE VILLAGE WAY, CHARLOTTE, NC, 28277",-80.850610166958,35.052052163838,37,119,005855,3001,3,37119005855,371190058553
14819 BALLANTYNE VILLAGE WY,Charlotte,NC,,2023,"14819 BALLANTYNE VILLAGE WAY, CHARLOTTE, NC, 28277",-80.850610166958,35.052052163838,37,119,005855,3001,3,37119005855,371190058553
829 PROVIDENCE RD,Charlotte,NC,,2021,"829 PROVIDENCE RD, CHARLOTTE, NC, 28207",-80.82639375444,35.197735762561,37,119,002800,3007,3,37119002800,371190028003
829 PROVIDENCE RD,Charlotte,NC,,2022,"829 PROVIDENCE RD, CHARLOTTE, NC, 28207",-80.82639375444,35.197735762561,37,119,002800,3007,3,37119002800,371190028003
829 PROVIDENCE RD,Charlotte,NC,,2023,"829 PROVIDENCE RD, CHARLOTTE, NC, 28207",-80.82639375444,35.197735762561,37,119,002800,3007,3,37119002800,371190028003
1001 BELMONT AV,Charlotte,NC,,2019,"1001 BELMONT AVE, CHARLOTTE, NC, 28205",-80.82104964,35.227859149824,37,119,000800,1037,1,37119000800,371190008001
1001 BELMONT AV,Charlotte,NC,,2020,"1001 BELMONT AVE, CHARLOTTE, NC, 28205",-80.82104964,35.227859149824,37,119,000800,1037,1,37119000800,371190008001
1001 BELMONT AV,Charlotte,NC,,2021,"1001 BELMONT AVE, CHARLOTTE, NC, 28205",-80.82104964,35.227859149824,37,119,000800,1037,1,37119000800,371190008001
1001 BELMONT AV,Charlotte,NC,,2022,"1001 BELMONT AVE, CHARLOTTE, NC, 28205",-80.82104964,35.227859149824,37,119,000800,1037,1,37119000800,371190008001
1001 BELMONT AV,Charlotte,NC,,2023,"1001 BELMONT AVE, CHARLOTTE, NC, 28205",-80.82104964,35.227859149824,37,119,000800,1037,1,37119000800,371190008001
3100 CENTRAL AV,Charlotte,NC,,2023,"3100 CENTRAL AVE, CHARLOTTE, NC, 28205",-80.792979615436,35.217376352398,37,119,001701,2000,2,37119001701,371190017012
11924 ELM LN,Charlotte,NC,,2018,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
11924 ELM LN,Charlotte,NC,,2019,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
11924 ELM LN,Charlotte,NC,,2020,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
11924 ELM LN,Charlotte,NC,,2021,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
11924 ELM LN,Charlotte,NC,,2022,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
11924 ELM LN,Charlotte,NC,,2023,"11924 ELM LN, CHARLOTTE, NC, 28277",-80.815451210385,35.048400617647,37,119,005859,1000,1,37119005859,371190058591
1308 THE PLAZA,Charlotte,NC,,2023,"1308 THE PLAZA, CHARLOTTE, NC, 28205",-80.810746037917,35.220405967393,37,119,001000,2012,2,37119001000,371190010002
6701 N TRYON ST,Charlotte,NC,,2023,"6701 N TRYON ST, CHARLOTTE, NC, 28213",-80.766037745992,35.278951283763,37,119,005307,2006,2,37119005307,371190053072
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2015,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2016,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2017,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2018,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2019,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2020,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2021,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2022,,,,,,,,,,
8321 MAGNOLIA ESTATES DR,Charlotte,NC,,2023,,,,,,,,,,
525 SOUTH TRYON ST,Charlotte,NC,,2023,"525 S TRYON ST, CHARLOTTE, NC, 28202",-80.847735652216,35.223923539231,37,119,000101,2003,2,37119000101,371190001012
401 W NINTH ST,Charlotte,NC,,2015,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2016,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2017,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2018,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2019,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2020,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2021,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2022,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
401 W NINTH ST,Charlotte,NC,,2023,"401 W 9TH ST, CHARLOTTE, NC, 28202",-80.840732871682,35.23361953839,37,119,000503,1006,1,37119000503,371190005031
200 E BLAND ST,Charlotte,NC,,2015,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2016,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2017,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2018,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2019,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2020,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2021,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2022,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
200 E BLAND ST,Charlotte,NC,,2023,"200 E BLAND ST, CHARLOTTE, NC, 28203",-80.8542909022,35.21693040149,37,119,000402,1003,1,37119000402,371190004021
601 S TRYON ST,Charlotte,NC,,2021,"601 S TRYON ST, CHARLOTTE, NC, 28202",-80.848525807546,35.223374358746,37,119,000101,2018,2,37119000101,371190001012
601 S TRYON ST,Charlotte,NC,,2022,"601 S TRYON ST, CHARLOTTE, NC, 28202",-80.848525807546,35.223374358746,37,119,000101,2018,2,37119000101,371190001012
601 S TRYON ST,Charlotte,NC,,2023,"601 S TRYON ST, CHARLOTTE, NC, 28202",-80.848525807546,35.223374358746,37,119,000101,2018,2,37119000101,371190001012
3928 MEMORIAL PY,Charlotte,NC,,2022,,,,,,,,,,
3928 MEMORIAL PY,Charlotte,NC,,2023,,,,,,,,,,
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2017,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2018,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2019,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2020,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2021,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
13139 BALLANTYNE CORPORATE PL,Charlotte,NC,,2022,"13139 BALLANTYNE CORPORATE PL, CHARLOTTE, NC, 28277",-80.843661786577,35.057323311679,37,119,005840,1009,1,37119005840,371190058401
