premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual
HYATT HOUSE CHARLOTTE REA FARMS,9930 SANDY ROCK PL,Charlotte,NC,,HYATT HOUSE CHARLOTTE REA FARMS,,other,
HYATT PLACE,640 UNIVERSITY CENTER BV,Charlotte,NC,,HYATT PLACE,,other,
HYATT PLACE CHARLOTTE AIRPORT TYVOLA ROAD,2950 OAK LAKE BV,Charlotte,NC,,HYATT PLACE CHARLOTTE AIRPORT TYVOLA ROAD,,other,
HYATT PLACE CHARLOTTE/ARROWOOD BREAKFAST,7900 FOREST POINT BV,Charlotte,NC,,HYATT PLACE CHARLOTTE/ARROWOOD BREAKFAST,,other,
HYATT PLACE-CHARLOTTE CITY PARK,4119 SOUTH STREAM BV,Charlotte,NC,,HYATT PLACE-CHARLOTTE CITY PARK,,other,
I LOVE MAC & CHEESE,3016 WEDDINGTON RD,Charlotte,NC,,I LOVE MAC & CHEESE,,other,
IHOP #3423,16015 LANCASTER HY,Charlotte,NC,,IHOP,,other,
IHOP #3488,5815 HIGHLAND SHOPPES DR,Charlotte,NC,,IHOP,,other,
IHOP #4431,134 W WOODLAWN RD,Charlotte,NC,,IHOP,,other,
IHOP #4506,8146 S TRYON ST,Charlotte,NC,,IHOP,,other,
IHOP #492 MATTHEWS,9253 E INDEPENDENCE BV,Charlotte,NC,,IHOP MATTHEWS,,other,
ILIOS CRAFTED GREEK STONECREST,7926 REA RD,Charlotte,NC,,ILIOS CRAFTED GREEK STONECREST,,other,
ILIOS NOCHE,11508 PROVIDENCE RD,Charlotte,NC,,ILIOS NOCHE,,other,
"IMPERIAL TREASURE, THE",1826 WINDSOR SQUARE DR,Charlotte,NC,,IMPERIAL TREASURE,,other,
IMPROPER PIG REA FARMS,9855 SANDY ROCK PL,Charlotte,NC,,IMPROPER PIG REA FARMS,,other,
INCHINS BAMBOO GARDEN,9601 N TRYON ST,Charlotte,NC,,INCHINS BAMBOO GARDEN,,other,
INDACO CHARLOTTE,2046 SOUTH BV,Charlotte,NC,,INDACO CHARLOTTE,,other,
INFINITY LIVE,7004 SMITH CORNERS BV,Charlotte,NC,,INFINITY LIVE,,other,
INK N IVY,222 S CHURCH ST,Charlotte,NC,,INK N IVY,,other,
INTERNATIONAL HOUSE OF PANCAKES #4500,230 E W T HARRIS BV,Charlotte,NC,,INTERNATIONAL HOUSE OF PANCAKES,,other,
INTOWN GOLF CLUB,4425 SHARON RD,Charlotte,NC,,INTOWN GOLF CLUB,,other,
IRIE NATION,440 E MCCULOUGH DR,Charlotte,NC,,IRIE NATION,,other,
IRISH CUE,19507 WEST CATAWBA AV,Charlotte,NC,,IRISH CUE,,other,
IRON DISH,9605 N TRYON ST,Charlotte,NC,,IRON DISH,,other,
ISLAND CUISINE,2025 EAST ARBORS DR,Charlotte,NC,,ISLAND CUISINE,,other,
ISLAND FIN POKE CO,4833 BEREWICK TOWN CENTER DR,Charlotte,NC,,ISLAND FIN POKE,,other,
JACK BEAGLES,3213 N DAVIDSON ST,Charlotte,NC,,JACK BEAGLES,,other,
JACK BEAGLES 3,1404 W MOREHEAD ST,Charlotte,NC,,JACK BEAGLES,,other,
JACK IN THE BOX,7806 FOREST POINT BV,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6804,7000 W W T HARRIS BV,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6807,405 WESTINGHOUSE BV,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6819,10121 N TRYON ST,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6825,10730 S TRYON ST,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6826,220 N HOSKINS RD,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6835,7725 PINEVILLE-MATTHEWS RD,Charlotte,NC,,JACK IN THE BOX,,other,
JACK IN THE BOX #6850,4505 RANDOLPH RD,Charlotte,NC,,JACK IN THE BOX,,other,
JACK`S CORNER TAP,8301 MAGNOLIA ESTATES DR,Charlotte,NC,,JACK S CORNER TAP,,other,
JADE DRAGON,7741 COLONY RD,Charlotte,NC,,JADE DRAGON,,other,
JASMINE BUFFET,2305 WESTINGHOUSE BV,Charlotte,NC,,JASMINE BUFFET,,other,
JENIS SPLENDID ICE CREAM BLAKNEY,9828 REA RD,Charlotte,NC,,JENIS SPLENDID ICE CREAM BLAKNEY,,other,
JENIS SPLENDID ICE CREAM NODA,416 E 36TH ST,Charlotte,NC,,JENIS SPLENDID ICE CREAM NODA,,other,
JENIS SPLENDID ICE CREAM PARK ROAD,4203 PARK RD,Charlotte,NC,,JENIS SPLENDID ICE CREAM PARK ROAD,,other,
JENIS SPLENDID ICE CREAM SOUTHEND,1930 CAMDEN RD,Charlotte,NC,,JENIS SPLENDID ICE CREAM SOUTHEND,,other,
JERSEY MIKE'S #3134,10125 PERIMETER PY,Charlotte,NC,,JERSEY MIKE S,,other,
JIMMY  JOHN'S #2154,9130 HARRIS CORNERS PY,Charlotte,NC,,JIMMY JOHN S,,other,
JIMMY JOHN'S # 4385,4923 TROJAN DR,Charlotte,NC,,JIMMY JOHN S,,other,
JIMMY JOHN'S #2155,9525 BIRKDALE CROSSING DR,Charlotte,NC,,JIMMY JOHN S,,other,
JIMMY JOHN'S #2156,19732 WEST CATAWBA AV,Charlotte,NC,,JIMMY JOHN S,,other,
JIMMY JOHN'S #4132 WHITEHALL,7808 S TRYON ST,Charlotte,NC,,JIMMY JOHN S WHITEHALL,,other,
JIMMY JOHN`S #987,3014 DRIWOOD CT,Charlotte,NC,,JIMMY JOHN S,,other,
"JIMMY, THE",2839 SELWYN AV,Charlotte,NC,,JIMMY,,other,
JIN JIN,14231 MARKET SQUARE DR,Charlotte,NC,,JIN JIN,,other,
JJ'S RED HOTS,1514 EAST BV,Charlotte,NC,,JJ S RED HOTS,,other,
JOHNNY BRUSCOS,9515 RIVERBEND VILLAGE DR,Charlotte,NC,,JOHNNY BRUSCOS,,other,
JONATHANS,10630 INDEPENDENCE POINTE PY,Charlotte,NC,,JONATHANS,,other,
JOYS BIRYANI N KABABS,212 N POLK ST,Charlotte,NC,,JOYS BIRYANI N KABABS,,other,
JUAN LOCO,8301 MAGNOLIA ESTATES DR,Charlotte,NC,,JUAN LOCO,,other,
JUST FRESH,301 S TRYON ST,Charlotte,NC,,JUST FRESH,,other,
JUST FRESH #013,5900 QUAIL HOLLOW RD,Charlotte,NC,,JUST FRESH,,other,
JUST PLAY,9535 SOUTH BV,Charlotte,NC,,JUST PLAY,,other,
KABAB 2 GO,4200 SOUTH BV,Charlotte,NC,,KABAB GO,,other,
KABUTO,1001 E W T HARRIS BV,Charlotte,NC,,KABUTO,,other,
KABUTO 51 OF CHARLOTTE INC,7724 PINEVILLE-MATTHEWS RD,Charlotte,NC,,KABUTO OF CHARLOTTE,,other,
KEN COOKS,430 OLD LITTLE ROCK RD,Charlotte,NC,,KEN COOKS,,other,
KID CASHEW FARMER BUTCHER,1608 EAST BV,Charlotte,NC,,KID CASHEW FARMER BUTCHER,,other,
KING FISH POKE,350 E MCCULLOUGH DR,Charlotte,NC,,KING FISH POKE,,other,
KOZI ITALIAN STREET FOOD,11318 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,KOZI ITALIAN STREET FOOD,,other,
KRAZY CURRY,9101 PINEVILLE-MATTHEWS RD,Charlotte,NC,,KRAZY CURRY,,other,
KS ASIAN XPRESS,10102 ALBEMARLE RD,Charlotte,NC,,KS ASIAN XPRESS,,other,
KUNG FOO,8625 LINDHOLM DR,Charlotte,NC,,KUNG FOO,,other,
LA BELLE HELENE,300 S TRYON,Charlotte,NC,,LA BELLE HELENE,,other,
LA CAPITAL MX,1910 SOUTH BV,Charlotte,NC,,LA CAPITAL MX,,other,
LA CATRACHA,820 E ARROWOOD RD,Charlotte,NC,,LA CATRACHA,,other,
LA FETE,555 S MCDOWELL ST,Charlotte,NC,,LA FETE,,other,
LA FONDA COLOMBIANA,11329 E INDEPENDENCE BV,Charlotte,NC,,LA FONDA COLOMBIANA,,other,
LA LUNA 2,8829 E W T HARRIS BV,Charlotte,NC,,LA LUNA,,other,
LA PANADERIA,11229 E INDEPENDENCE BV,Charlotte,NC,,LA PANADERIA,,other,
LA PARISIENNE COCOTTE,9623 BAILEY RD,Charlotte,NC,,LA PARISIENNE COCOTTE,,other,
LA SA SON BY WINTER,4200 SOUTH BV,Charlotte,NC,,LA SA SON BY WINTER,,other,
LA SHISH KABAB,3117 N SHARON AMITY RD,Charlotte,NC,,LA SHISH KABAB,,other,
LA VICTORIA,16139 LANCASTER HY,Charlotte,NC,,LA VICTORIA,,other,
LAI LAI EXPRESS,1607 MONTFORD DR,Charlotte,NC,,LAI LAI EXPRESS,,other,
LAKE NORMAN RESIDENCE INN,16830 KENTON DR,Charlotte,NC,,LAKE NORMAN RESIDENCE INN,,other,
LANZHOU HAND-PULLED NOODLES,929 PARK CENTER DR,Charlotte,NC,,LANZHOU HAND-PULLED NOODLES,,other,
LAS MARGARITAS,4426 E INDEPENDENCE BV,Charlotte,NC,,LAS MARGARITAS,,other,
LAS MERAS TORTAS,14601 STATESVILLE RD,Charlotte,NC,,LAS MERAS TORTAS,,other,
LAS MERAS TORTAS,5661 FARM POND LN,Charlotte,NC,,LAS MERAS TORTAS,,other,
LAWRENCE CARIBBEAN,3011 WEST BV,Charlotte,NC,,LAWRENCE CARIBBEAN,,other,
LEES HOAGIE HOUSE,15025 LANCASTER HY,Charlotte,NC,,LEES HOAGIE HOUSE,,other,
LEGION BREWING,5610 CARNEGIE BV,Charlotte,NC,,LEGION BREWING,,other,
LEGION BREWING MOREHEAD,2013 W MOREHEAD ST,Charlotte,NC,,LEGION BREWING MOREHEAD,,other,
LENNY BOY BREWING CO,3000 S TRYON ST,Charlotte,NC,,LENNY BOY BREWING,,other,
LEOS ITALIAN SOCIAL,4720 PIEDMONT ROW DR,Charlotte,NC,,LEOS ITALIAN SOCIAL,,other,
LEROY FOX,705 S SHARON AMITY RD,Charlotte,NC,,LEROY FOX,,other,
LEROY FOX II,1616 CAMDEN RD,Charlotte,NC,,LEROY FOX II,,other,
LETS MEAT,1400 S CHURCH ST,Charlotte,NC,,LETS MEAT,,other,
LIMANI,6902 PHILLIPS PLACE CT,Charlotte,NC,,LIMANI,,other,
LINK & PIN,9723 SAM FURR RD,Charlotte,NC,,LINK & PIN,,other,
LINK & PIN #4102,8128 PROVIDENCE RD,Charlotte,NC,,LINK & PIN,,other,
LOCAL LOAF EATERY,800 E 35TH ST,Charlotte,NC,,LOCAL LOAF EATERY,,other,
LOCAL THE,105 E 5TH ST,Charlotte,NC,,LOCAL,,other,
LOCKER ROOM #306-310,800 S MINT ST,Charlotte,NC,,LOCKER ROOM -,,other,
"LODGE, THE",7725 COLONY RD,Charlotte,NC,,LODGE,,other,
LONDON D'S,832 E 4TH ST,Charlotte,NC,,LONDON D S,,other,
LOONG ASIAN CUISINE,9815 SAM FURR RD,Charlotte,NC,,LOONG ASIAN CUISINE,,other,
LOS CHAMOS CHARLOTTE,7001 SOUTH BV,Charlotte,NC,,LOS CHAMOS CHARLOTTE,,other,
LOS REYES II,7308 E INDEPENDENCE BV,Charlotte,NC,,LOS REYES II,,other,
LOTUS CUISINE II,4100 CARMEL RD,Charlotte,NC,,LOTUS CUISINE II,,other,
LOVES TRAVEL STOPS & COUNTRY STORES #714,2603 SAM WILSON RD,Charlotte,NC,,LOVES TRAVEL STOPS & COUNTRY STORES,,other,
LUCKY STRIKE,1700 MONTFORD DR,Charlotte,NC,,LUCKY STRIKE,,other,
LUCKY STRIKE MATTHEWS,11210 BRIGMAN RD,Charlotte,NC,,LUCKY STRIKE MATTHEWS,,other,
LULABELLES,9335 CENTER LAKE DR,Charlotte,NC,,LULABELLES,,other,
LULU'S EXPRESS,2400 TUCKASEEGEE RD,Charlotte,NC,,LULU S EXPRESS,,other,
MABI COCINA TROPICAL,416 E 36TH ST,Charlotte,NC,,MABI COCINA TROPICAL,,other,
MAC'S SPEED SHOP-MATTHEWS,142 E JOHN ST,Charlotte,NC,,MAC S SPEED SHOP-MATTHEWS,,other,
MACCHU PICCHU,123 MAIN ST,Charlotte,NC,,MACCHU PICCHU,,other,
MAC`S SPEED SHOP,19601 LIVERPOOL PY,Charlotte,NC,,MAC S SPEED SHOP,,other,
MAC`S SPEED SHOP,2414 SANDY PORTER RD,Charlotte,NC,,MAC S SPEED SHOP,,other,
MAC`S SPEED SHOP,2511 SOUTH BV,Charlotte,NC,,MAC S SPEED SHOP,,other,
MAGGIANOS LITTLE ITALY,4400 SHARON RD,Charlotte,NC,,MAGGIANOS LITTLE ITALY,,other,
MAHANA FRESH BALLANTYNE,14815 BALLANTYNE VILLAGE WY,Charlotte,NC,,MAHANA FRESH BALLANTYNE,,other,
MAIZ AGUA SAL TORTILLERIA,1018 JAY ST,Charlotte,NC,,MAIZ AGUA SAL TORTILLERIA,,other,
MAL PAN SOUTHPARK,4625 PIEDMONT ROW DR,Charlotte,NC,,MAL PAN SOUTHPARK,,other,
MAMA MIA TOO,101 N MAXWELL AV,Charlotte,NC,,MAMA MIA TOO,,other,
MAMA RICOTTAS/GK,601 S KINGS DR,Charlotte,NC,,MAMA RICOTTAS/GK,,other,
MAMAKA BOWLS,200 W TREMONT AV,Charlotte,NC,,MAMAKA BOWLS,,other,
MANHATTAN BAGEL,8040 PROVIDENCE RD,Charlotte,NC,,MANHATTAN BAGEL,,other,
MANO BELLA ITALIAN ARTISAN FOOD,721 GOVERNOR MORRISON ST,Charlotte,NC,,MANO BELLA ITALIAN ARTISAN FOOD,,other,
MARGARITAS MOUNTAIN ISLAND,3818 CORNING PL,Charlotte,NC,,MARGARITAS MOUNTAIN ISLAND,,other,
MARIPOSA,500 S TRYON ST,Charlotte,NC,,MARIPOSA,,other,
MARISCOS NAYARIT,6023 ALBEMARLE RD,Charlotte,NC,,MARISCOS NAYARIT,,other,
"MARQUEE LOUNGE, THE",3131 TUCKASEEGEE RD,Charlotte,NC,,MARQUEE LOUNGE,,other,
MASALA MASTEE,107 N MAIN ST,Charlotte,NC,,MASALA MASTEE,,other,
MATADOR,1215 SOUTH BV,Charlotte,NC,,MATADOR,,other,
MCDONALD'S,2820 BOYER ST,Charlotte,NC,,MCDONALD S,,other,
MCDONALD'S #13052,413 TYVOLA RD,Charlotte,NC,,MCDONALD S,,other,
MCDONALD'S #14547,20500 TORRENCE CHAPEL RD,Charlotte,NC,,MCDONALD S,,other,
MCDONALD'S #31295,9710 REA RD,Charlotte,NC,,MCDONALD S,,other,
MCDONALD'S #6685,1201 W SUGAR CREEK RD,Charlotte,NC,,MCDONALD S,,other,
MCDONALD'S TRYON #6788,4440 S TRYON ST,Charlotte,NC,,MCDONALD S TRYON,,other,
MCDONALD`S #31213,14110 RIVERGATE PY,Charlotte,NC,,MCDONALD S,,other,
MCGUIRE OFFICE COMPLEX,13225 MCGUIRE NUCLEAR STATION RD,Charlotte,NC,,MCGUIRE OFFICE COMPLEX,,other,
MCKOY`S SMOKEHOUSE AND SALOON,4630 OLD PINEVILLE RD,Charlotte,NC,,MCKOY S SMOKEHOUSE AND SALOON,,other,
MECK COUNTY JAIL NORTH FOODSVC,5235 SPECTOR DR,Charlotte,NC,,MECK COUNTY JAIL NORTH FOODSVC,,other,
MEGA BALEADA,7631 SHARON LAKES RD,Charlotte,NC,,MEGA BALEADA,,other,
MELLOW MUSHROOM #139,14835 BALLANTYNE VILLAGE WY,Charlotte,NC,,MELLOW MUSHROOM,,other,
MELLOW MUSHROOM #169,255 W MARTIN LUTHER KING JR BV,Charlotte,NC,,MELLOW MUSHROOM,,other,
MELTING POT,901 S KINGS DR,Charlotte,NC,,MELTING POT,,other,
"MELTING POT, THE",16625 STATESVILLE RD,Charlotte,NC,,MELTING POT,,other,
MENS CLUB OF CHARLOTTE,444 TYVOLA RD,Charlotte,NC,,MENS CLUB OF CHARLOTTE,,other,
MENYA DARUMA,1941 E 7TH ST,Charlotte,NC,,MENYA DARUMA,,other,
MERCHANT AND TRADE,303 S CHURCH ST,Charlotte,NC,,MERCHANT AND TRADE,,other,
MERCY HOSPITAL,2001 VAIL AV,Charlotte,NC,,MERCY HOSPITAL,,other,
MERE'S,2400 PARK RD,Charlotte,NC,,MERE S,,other,
MERTS HEART & SOUL,214 N COLLEGE ST,Charlotte,NC,,MERTS HEART & SOUL,,other,
MEZZANOTTE,2907 PROVIDENCE RD,Charlotte,NC,,MEZZANOTTE,,other,
MI PUEBLO #11,1820 SARDIS RD N,Charlotte,NC,,MI PUEBLO,,other,
MI TIERRA,3209 EASTWAY DR,Charlotte,NC,,MI TIERRA,,other,
MICH TOCUMBO,6300 SOUTH BV,Charlotte,NC,,MICH TOCUMBO,,other,
MICH TOCUMBO,6301 N TRYON ST,Charlotte,NC,,MICH TOCUMBO,,other,
MICO AT GRAND BOHEMIAN,201 W TRADE ST,Charlotte,NC,,MICO AT GRAND BOHEMIAN,,other,
MICROSOFT PSS,8055 MICROSOFT WY,Charlotte,NC,,MICROSOFT PSS,,other,
MIDDAY AT THE TOWER,1718 E 4TH ST,Charlotte,NC,,MIDDAY AT THE TOWER,,other,
MIDDLE C JAZZ,300 SOUTH BREVARD AVE,Charlotte,NC,,MIDDLE C JAZZ,,other,
MIDDLE JAMES BREWING COMPANY,400 N POLK ST,Charlotte,NC,,MIDDLE JAMES BREWING COMPANY,,other,
MIDWOOD SMOKEHOUSE BIRKDALE/GK,16710 BIRKDALE COMMONS PY,Charlotte,NC,,MIDWOOD SMOKEHOUSE BIRKDALE/GK,,other,
MIDWOOD SMOKEHOUSE CLT AIRPORT,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,MIDWOOD SMOKEHOUSE CLT AIRPORT,,other,
MIDWOOD SMOKEHOUSE OF BALLANTYNE/GK,12410 JOHNSTON RD,Charlotte,NC,,MIDWOOD SMOKEHOUSE OF BALLANTYNE/GK,,other,
MIDWOOD SMOKEHOUSE/GK,1401 CENTRAL AV,Charlotte,NC,,MIDWOOD SMOKEHOUSE/GK,,other,
MIDWOOD SMOKEHOUSE/GK,540 BRANDYWINE RD,Charlotte,NC,,MIDWOOD SMOKEHOUSE/GK,,other,
MILKBREAD DAVIDSON,624 JETTON ST,Charlotte,NC,,MILKBREAD DAVIDSON,,other,
MILKBREAD MIDWOOD,1431 CENTRAL AV,Charlotte,NC,,MILKBREAD MIDWOOD,,other,
MILY AND LALO,3210 N SHARON AMITY RD,Charlotte,NC,,MILY AND LALO,,other,
MIZU,3100 APEX DR,Charlotte,NC,,MIZU,,other,
MONDAY NIGHT BREWING,2217 S TRYON ST,Charlotte,NC,,MONDAY NIGHT BREWING,,other,
MOO & BREW,1300 CENTRAL AV,Charlotte,NC,,MOO & BREW,,other,
MOO & BREW MATTHEWS,250 N TRADE ST,Charlotte,NC,,MOO & BREW MATTHEWS,,other,
MOREHEAD INN,1122 E MOREHEAD ST,Charlotte,NC,,MOREHEAD INN,,other,
MOUNTAIN ISLAND BP,2211 VINNIE'S WY,Charlotte,NC,,MOUNTAIN ISLAND BP,,other,
MR GS,5027 MORRIS FIELD DR,Charlotte,NC,,MR GS,,other,
MR TOKYO MATTHEWS,10412 E INDEPENDENCE BV,Charlotte,NC,,MR TOKYO MATTHEWS,,other,
MSC INDUSTRIAL SUPPLY,525 HARBOUR PLACE DR,Charlotte,NC,,MSC INDUSTRIAL SUPPLY,,other,
MUGS,5126 PARK RD,Charlotte,NC,,MUGS,,other,
MURAYA,200 E BLAND ST,Charlotte,NC,,MURAYA,,other,
MYERS PARK UNITED METHODIST CHURCH,1501 QUEENS RD,Charlotte,NC,,MYERS PARK UNITED METHODIST CHURCH,,other,
NANA MORRISON'S SOUL FOOD,2908 OAK LAKE BV,Charlotte,NC,,NANA MORRISON S SOUL FOOD,,other,
NANA MORRISONS SOUL FOOD #2,3824 CORNING PL,Charlotte,NC,,NANA MORRISONS SOUL FOOD,,other,
NAPA ON PROVIDENCE,110 PERRIN PL,Charlotte,NC,,NAPA ON PROVIDENCE,,other,
NAUTICAL BOWLS ARBORETUM,8040 PROVIDENCE RD,Charlotte,NC,,NAUTICAL BOWLS ARBORETUM,,other,
NEW ASIAN CUISINE,7114 BRIGHTON PARK DR,Charlotte,NC,,NEW ASIAN CUISINE,,other,
NEW CHINA TASTE,8112 IDLEWILD RD,Charlotte,NC,,NEW CHINA TASTE,,other,
NEW YORK BUTCHER SHOPPE,20823 N MAIN ST,Charlotte,NC,,NEW YORK BUTCHER SHOPPE,,other,
NEW YORK BUTCHER SHOPPE,2452 PARK RD,Charlotte,NC,,NEW YORK BUTCHER SHOPPE,,other,
NGUYENS NOODLES,3615 WHITEHALL PARK DR,Charlotte,NC,,NGUYENS NOODLES,,other,
NH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LN,Charlotte,NC,,NH PRESBYTERIAN MEDICAL CENTER,,other,
NICHOLS #6,9245 WILKINSON BV,Charlotte,NC,,NICHOLS,,other,
NIGHT SWIM BREVARD,1824 N BREVARD ST,Charlotte,NC,,NIGHT SWIM BREVARD,,other,
NOBLE SMOKE,2216 FREEDOM DR,Charlotte,NC,,NOBLE SMOKE,,other,
NOBORU,20465 CHARTWELL CENTER DR,Charlotte,NC,,NOBORU,,other,
NODA BODEGA,1200 E 36TH ST,Charlotte,NC,,NODA BODEGA,,other,
NOODLES & COMPANY,8016 PROVIDENCE RD,Charlotte,NC,,NOODLES & COMPANY,,other,
NOODLES AND COMPANY,8926 J M KEYNES DR,Charlotte,NC,,NOODLES AND COMPANY,,other,
NOR'EAST TREATS & EATS,5401 E INDEPENDENCE BV,Charlotte,NC,,NOR EAST TREATS & EATS,,other,
NORTH DAVIDSON UMC,1025 E 36TH ST,Charlotte,NC,,NORTH DAVIDSON UMC,,other,
NORTH HARBOR CLUB,100 NORTH HARBOR PL,Charlotte,NC,,NORTH HARBOR CLUB,,other,
NORTH ITALIA,1414 S TRYON ST,Charlotte,NC,,NORTH ITALIA,,other,
NORTH ITALIAN BALLANTYNE,15120 BOWL ST,Charlotte,NC,,NORTH ITALIAN BALLANTYNE,,other,
NOTHING BUT NOODLES,12740 S TRYON ST,Charlotte,NC,,NOTHING BUT NOODLES,,other,
NOTHING BUT NOODLES,7930 REA RD,Charlotte,NC,,NOTHING BUT NOODLES,,other,
NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE,10905 PROVIDENCE RD WEST,Charlotte,NC,,NOVANT HEALTH BALLANTYNE MEDICAL CTR FOOD SERVICE,,other,
NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,1901 RANDOLPH RD,Charlotte,NC,,NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,,other,
NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TOWNSHIP PKY,Charlotte,NC,,NOVANT HEALTH MATTHEWS MEDICAL CENTER,,other,
NOVANT HEALTH MINT HILL MEDICAL CENTER,8201 HEALTHCARE LP,Charlotte,NC,,NOVANT HEALTH MINT HILL MEDICAL CENTER,,other,
NUVOLE22,220 E TRADE ST,Charlotte,NC,,NUVOLE22,,other,
O-KU CHARLOTTE,2000 SOUTH BV,Charlotte,NC,,O-KU CHARLOTTE,,other,
OAK GROVE METHODIST CHURCH,6440 OLD STATESVILLE RD,Charlotte,NC,,OAK GROVE METHODIST CHURCH,,other,
"OG ASIAN EATERY AND KTV, THE",10610 CENTRUM PY,Charlotte,NC,,OG ASIAN EATERY AND KTV,,other,
OGGI RISTORANTE ITALIANO,16646 HAWFIELD WAY DR,Charlotte,NC,,OGGI RISTORANTE ITALIANO,,other,
OH MY SOUL,3046 N DAVIDSON ST,Charlotte,NC,,OH MY SOUL,,other,
OLIVE GARDEN #1312,9421 PINEVILLE-MATTHEWS RD,Charlotte,NC,,OLIVE GARDEN,,other,
OLIVE GARDEN #1682,8225 NORTHLAKE COMMONS BV,Charlotte,NC,,OLIVE GARDEN,,other,
OMAKASE BY PRIMEFISH,2907 PROVIDENCE RD,Charlotte,NC,,OMAKASE BY PRIMEFISH,,other,
ON THE BORDER #186,8315 NORTHLAKE COMMONS BV,Charlotte,NC,,ON THE BORDER,,other,
OPEN RICE BLAKENEY,9882 REA RD,Charlotte,NC,,OPEN RICE BLAKENEY,,other,
"ORIGINAL NY BAGELS, THE",610 JETTON ST,Charlotte,NC,,ORIGINAL NY BAGELS,,other,
"ORIGINAL NY BAGELS, THE",9810 GILEAD RD,Charlotte,NC,,ORIGINAL NY BAGELS,,other,
"ORIGINAL PANCAKE HOUSE, THE",4736 SHARON RD,Charlotte,NC,,ORIGINAL PANCAKE HOUSE,,other,
"ORIGINAL PANCAKE HOUSE, THE",915 CHARLOTTETOWNE AV,Charlotte,NC,,ORIGINAL PANCAKE HOUSE,,other,
OROSOKO,130 W BLAND ST,Charlotte,NC,,OROSOKO,,other,
OSAKA JAPANESE CUISINE,3531 MATTHEWS-MINT HILL RD,Charlotte,NC,,OSAKA JAPANESE CUISINE,,other,
OSHEN,7741 COLONY RD,Charlotte,NC,,OSHEN,,other,
OSTERIA LUCA PARK RD,4127 PARK RD,Charlotte,NC,,OSTERIA LUCA PARK RD,,other,
OUTRIGGER AT SAFE HARBOR PENINSULA CLUB,18501 HARBOR LIGHT BV,Charlotte,NC,,OUTRIGGER AT SAFE HARBOR PENINSULA CLUB,,other,
PALM BERRIES CORNELIUS,19722 ONE NORMAN BV,Charlotte,NC,,PALM BERRIES CORNELIUS,,other,
PANDA EXPRESS #1252,101 SENECA PL,Charlotte,NC,,PANDA EXPRESS,,other,
PANDA EXPRESS #1601,9918 KNOCKANDO LN,Charlotte,NC,,PANDA EXPRESS,,other,
PANDAS DEN,5724 E W T HARRIS BV,Charlotte,NC,,PANDAS DEN,,other,
PANERA BREAD # 6352,209 S KINGS DR,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1043,9321 J W CLAY BV,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1050,9309 CENTER LAKE DR,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1217,9905 KNOCKANDO LN,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1218,5940 FAIRVIEW RD,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1686,3207 PINEVILLE-MATTHEWS RD,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1707,306 S SHARON AMITY RD,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1766,1000 BLYTHE BV,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #1966,11630 WAVERLY CENTER DR,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #601990,3625 CITY PARK DR,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #774,1904 MATTHEWS TOWNSHIP PY,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #863,14835 BALLANTYNE VILLAGE WY,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD #922,8152 S TRYON ST,Charlotte,NC,,PANERA BREAD,,other,
PANERA BREAD A CONCOURSE,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,PANERA BREAD A CONCOURSE,,other,
PANERA BREAD UPTOWN #1406,201 S COLLEGE ST,Charlotte,NC,,PANERA BREAD UPTOWN,,other,
PANTHERS DEN #322-326,800 S MINT ST,Charlotte,NC,,PANTHERS DEN -,,other,
PAPAS HOUSE BEER AND WINE,710 MAIN ST,Charlotte,NC,,PAPAS HOUSE BEER AND WINE,,other,
PAPER DOLL LOUNGE,3221 WILKINSON BV,Charlotte,NC,,PAPER DOLL LOUNGE,,other,
